id,location_id,service_id,organization_id,contact_id,number,extension,type,department
2272,2272,,2271,2272,305-232-0499 x138,,fixed,
2291,2291,,2291,2291,954-633-2717,,fixed,
2292,2292,,2291,2292,786-401-4442,,fixed,
2293,2293,,2293,2293,305-693-8323,,fixed,
2294,2294,,2293,2294,305-693-8323 x126,,fixed,
2295,2295,,2293,2295,305-693-8323 x126,126,fixed,
2296,2296,,2296,2296,800-531-5120,,fixed,
2297,2297,,2296,2297,800-377-9968,,fixed,
2298,2298,,2298,2298,305-638-2283,,fixed,
2299,2299,,2298,2299,305-638-2283,,fixed,
2300,2300,,2300,2300,305-243-6131,,fixed,
2301,2301,,2300,2301,305-947-1451 x2400,,fixed,
2302,2302,,2300,2302,305-956-5991,,fixed,
2305,2305,,2305,2305,561-383-1111,,fixed,
2307,2307,,2307,2307,786-596-1960,,fixed,
2308,2308,,2307,2308,786-662-8745,,fixed,
2316,2316,,2307,2316,786-596-3812,,fixed,
2318,2318,,2307,2318,786-596-6564,,fixed,
2321,2321,,2307,2321,786-596-3895,,fixed,
2327,2327,,2307,2327,305-238-8926,,fixed,
2329,2329,,2307,2329,786-596-3812,,fixed,
2330,2330,,2307,2330,786-596-3812,,fixed,
2331,2331,,2307,2331,786-596-3812,,fixed,
2336,2336,,2307,2336,786-596-2671,,fixed,
2339,2339,,2307,2339,786-596-3895,,fixed,
2340,2340,,2307,2340,786-596-3812,,fixed,
2341,2341,,2307,2341,786-596-3895,,fixed,
2342,2342,,2307,2342,786-596-3812,,fixed,
2343,2343,,2307,2343,786-596-3812,,fixed,
2345,2345,,2307,2345,786-596-3812,,fixed,
2351,2351,,2351,2351,786-255-4490,,fixed,
2352,2352,,2351,2352,786-255-4490,,fixed,
2353,2353,,2351,2353,786-255-4490,,fixed,
2360,2360,,2360,2360,800-786-2929,,fixed,
2362,2362,,2362,2362,786-293-3310,,fixed,
2364,2364,,2364,2364,305-416-1546,,fixed,
2372,2372,,2364,2372,305-250-5317,,fixed,
2383,2383,,2383,2383,786-499-8798,,fixed,
2389,2389,,2389,2389,305-648-0000,,fixed,
2391,2391,,2391,2391,239-514-7647,,fixed,
2399,2399,,2399,2399,305-285-2303,,fixed,
2403,2403,,2399,2403,305-285-2303,,fixed,
2404,2404,,2399,2404,305-285-2303,,fixed,
2408,2408,,2408,2408,239-775-4555,,fixed,
2409,2409,,2408,2409,239-775-4555,,fixed,
2410,2410,,2410,2410,305-377-9922,200,fixed,
2411,2411,,2410,2411,305-377-9922 x225,,fixed,
2413,2413,,2410,2413,305-377-9922,,fixed,
2414,2414,,2410,2414,305-377-9922,,fixed,
2417,2417,,2410,2417,305-377-9922 x221,221,fixed,
2420,2420,,2420,2420,305-643-6730,,fixed,
2421,2421,,2420,2421,305-246-6350,,fixed,
2422,2422,,2420,2422,305-246-6350,,fixed,
2423,2423,,2420,2423,305-819-8855,,fixed,
2425,2425,,2420,2425,305-819-8855 x3,,fixed,
2426,2426,,2420,2426,305-643-6730,,fixed,
2429,2429,,2429,2429,954-334-9622,,fixed,
2432,2432,,2429,2432,305-357-6622,,fixed,
2437,2437,,2429,2437,305-357-6622,,fixed,
2439,2439,,2429,2439,305-357-6622,,fixed,
2441,2441,,2429,2441,305-357-6622,,fixed,
2446,2446,,2429,2446,305-357-6622,,fixed,
2451,2451,,2429,2451,305-357-6622,,fixed,
2452,2452,,2429,2452,305-357-6622,,fixed,
2453,2453,,2429,2453,305-357-6622,,fixed,
2454,2454,,2429,2454,305-357-6622,,fixed,
2455,2455,,2429,2455,305-357-6622,,fixed,
2459,2459,,2429,2459,305-357-6622,,fixed,
2460,2460,,2460,2460,305-375-4634,,fixed,
2462,2462,,2462,2462,305-809-3910,,fixed,
2474,2474,,2474,2474,786-406-7900,,fixed,
2475,2475,,2474,2475,786-406-7900,,fixed,
2476,2476,,2476,2476,305-247-9693,,fixed,
2478,2478,,2476,2478,305-246-5111,,fixed,
2484,2484,,2484,2484,305-892-6161,,fixed,
2485,2485,,2484,2485,305-892-6161,,fixed,
2486,2486,,2486,2486,305-691-3464,,fixed,
2487,2487,,2486,2487,305-691-3464,,fixed,
2488,2488,,2488,2488,305-864-6885,,fixed,
2489,2489,,2488,2489,305-864-6885,,fixed,
2490,2490,,2488,2490,305-864-6885,,fixed,
2491,2491,,2488,2491,305-864-6885,,fixed,
2492,2492,,2492,2492,305-243-3669,,fixed,
2493,2493,,2492,2493,305-243-3669,,fixed,
2494,2494,,2492,2494,305-243-3669,,fixed,
2495,2495,,2495,2495,305-375-1490,,fixed,
2496,2496,,2495,2496,877-994-4357,,fixed,
2497,2497,,2497,2497,305-751-5511,1123,fixed,
2498,2498,,2497,2498,305-751-5511 x1100,1132,fixed,
2499,2499,,2499,2499,877-644-3222,,fixed,
2501,2501,,2501,2501,305-294-5611,,fixed,
2504,2504,,2504,2504,305-685-4881,,fixed,
2505,2505,,2504,2505,305-685-4881,,fixed,
2506,2506,,2504,2506,305-685-4881,,fixed,
2507,2507,,2504,2507,305-685-4881,228,fixed,
2508,2508,,2504,2508,305-685-4881,,fixed,
2509,2509,,2509,2509,954-471-3372,,fixed,
2515,2515,,2515,2515,305-385-3761,,fixed,
2516,2516,,2515,2516,305-385-3761,,fixed,
2518,2518,,2518,2518,305-292-2333,,fixed,
2520,2520,,2520,2520,305-858-5550,,fixed,
2523,2523,,2523,2523,305-852-4246,,fixed,
2524,2524,,2523,2524,305-852-4246,,fixed,
2525,2525,,2523,2525,305-292-0999,,fixed,
2526,2526,,2523,2526,305-852-4246,,fixed,
2532,2532,,2532,2532,305-233-9325,,fixed,
2533,2533,,2532,2533,305-233-9325,,fixed,
2534,2534,,2532,2534,305-233-9325,,fixed,
2535,2535,,2532,2535,305-233-9325,,fixed,
2536,2536,,2532,2536,305-233-9325,,fixed,
2537,2537,,2532,2537,305-233-9325,,fixed,
2538,2538,,2532,2538,305-233-9325,,fixed,
2539,2539,,2532,2539,305-233-9325,225,fixed,
2540,2540,,2532,2540,305-233-9325,,fixed,
2541,2541,,2532,2541,305-233-9325,,fixed,
2542,2542,,2542,2542,305-294-4603,,fixed,
2547,2547,,2547,2547,800-346-8477,,fixed,
2549,2549,,2549,2549,305-625-9630,,fixed,
2550,2550,,2549,2550,305-625-2978,,fixed,
2551,2551,,2551,2551,305-755-7903,,fixed,
2553,2553,,2551,2553,305-692-3079,,fixed,
2554,2554,,2551,2554,305-752-4966,,fixed,
2556,2556,,2551,2556,305-248-1527,,fixed,
2557,2557,,2551,2557,305-835-7987,,fixed,
2559,2559,,2551,2559,305-633-2044,,fixed,
2560,2560,,2551,2560,305-207-1644,,fixed,
2562,2562,,2551,2562,305-274-9666,,fixed,
2563,2563,,2551,2563,305-254-5856,,fixed,
2565,2565,,2551,2565,305-694-5121,,fixed,
2567,2567,,2551,2567,305-235-2053,,fixed,
2569,2569,,2551,2569,305-226-5782,,fixed,
2570,2570,,2551,2570,305-835-7987,,fixed,
2571,2571,,2551,2571,305-622-2594,,fixed,
2573,2573,,2551,2573,305-694-4889,,fixed,
2574,2574,,2551,2574,305-380-9106,,fixed,
2575,2575,,2551,2575,305-222-2194,,fixed,
2576,2576,,2551,2576,305-235-4503,,fixed,
2578,2578,,2551,2578,305-247-9453,,fixed,
2580,2580,,2551,2580,305-233-8769,,fixed,
2581,2581,,2551,2581,305-635-2081,,fixed,
2583,2583,,2551,2583,305-944-8670,,fixed,
2584,2584,,2551,2584,305-207-2420,,fixed,
2585,2585,,2551,2585,305-621-2461,,fixed,
2588,2588,,2551,2588,305-247-1553,,fixed,
2589,2589,,2551,2589,305-385-4750,,fixed,
2590,2590,,2551,2590,305-932-2164,,fixed,
2592,2592,,2551,2592,305-380-6917,,fixed,
2597,2597,,2597,2597,305-412-8440,,fixed,
2598,2598,,2597,2598,305-412-8440,3,fixed,
2599,2599,,2597,2599,305-412-8440,,fixed,
2600,2600,,2600,2600,954-832-0060,,fixed,
2602,2602,,2602,2602,305-442-8306,1006,fixed,
2603,2603,,2602,2603,305-442-8306,,fixed,
2605,2605,,2602,2605,305-742-8217,,fixed,
2606,2606,,2602,2606,305-442-8306,1003,fixed,
2607,2607,,2602,2607,305-442-8306,2001,fixed,
2608,2608,,2602,2608,305-442-8306,,fixed,
2609,2609,,2609,2609,305-595-2969,,fixed,
2613,2613,,2613,2613,800-221-2141,,fixed,
2614,2614,,2613,2614,800-977-4121,,fixed,
2616,2616,,2613,2616,800-977-4121,,fixed,
2617,2617,,2617,2617,305-373-5437 x100,,fixed,
2618,2618,,2617,2618,305-373-5437,141,fixed,
2620,2620,,2617,2620,305-373-5437 x141,141,fixed,
2627,2627,,2627,2627,305-279-1155,,fixed,
2628,2628,,2627,2628,305-575-2103,,fixed,
2629,2629,,2627,2629,305-279-1155,,fixed,
2634,2634,,2634,2634,305-593-5343,,fixed,
2638,2638,,2638,2638,800-963-5337,,fixed,
2639,2639,,2638,2639,800-963-5337,,fixed,
2646,2646,,2646,2646,239-775-9447,106,fixed,
2647,2647,,2646,2647,239-775-9447,106,fixed,
2650,2650,,2650,2650,305-243-9080,,fixed,
2651,2651,,2650,2651,305-243-9080,,fixed,
2652,2652,,2652,2652,305-673-7491,,fixed,
2653,2653,,2652,2653,305-673-7491,,fixed,
2655,2655,,2652,2655,305-673-7491,,fixed,
2660,2660,,2660,2660,305-756-8050,,fixed,
2661,2661,,2660,2661,305-756-8050,,fixed,
2662,2662,,2660,2662,305-756-8050,,fixed,
2663,2663,,2660,2663,305-756-8050,,fixed,
2665,2665,,2665,2665,305-325-0470,,fixed,
2667,2667,,2665,2667,305-325-0470,,fixed,
2668,2668,,2665,2668,305-325-0470,,fixed,
2669,2669,,2665,2669,305-325-0470,,fixed,
2670,2670,,2665,2670,305-325-0470,,fixed,
2671,2671,,2665,2671,305-547-4745,,fixed,
2672,2672,,2665,2672,305-887-7370,,fixed,
2673,2673,,2665,2673,305-325-0470,,fixed,
2676,2676,,2665,2676,305-325-0470,,fixed,
2677,2677,,2665,2677,305-325-0470,,fixed,
2680,2680,,2680,2680,305-637-8337,,fixed,
2682,2682,,2680,2682,305-637-8337,,fixed,
2684,2684,,2680,2684,305-637-8337,,fixed,
2685,2685,,2685,2685,305-774-9570,,fixed,
2686,2686,,2685,2686,305-774-9570,,fixed,
2691,2691,,2691,2691,305-284-7500,7701,fixed,
2692,2692,,2691,2692,800-871-5030,,fixed,
2693,2693,,2693,2693,305-325-1080,,fixed,
2694,2694,,2693,2694,305-325-1080,,fixed,
2695,2695,,2693,2695,305-325-1080,,fixed,
2696,2696,,2693,2696,305-325-1080,,fixed,
2700,2700,,2693,2700,305-728-7604,,fixed,
2701,2701,,2693,2701,305-835-9006,,fixed,
2704,2704,,2704,2704,866-305-7365,,fixed,
2707,2707,,2707,2707,213-488-4455,,fixed,
2708,2708,,2707,2708,213-573-9608,,fixed,
2709,2709,,2707,2709,213-488-4455,,fixed,
2714,2714,,2714,2714,786-581-7821,,fixed,
2715,2715,,2714,2715,786-581-7821,,fixed,
2716,2716,,2714,2716,786-581-7812,,fixed,
2717,2717,,2717,2717,305-893-0851,,fixed,
2718,2718,,2717,2718,786-888-4673,,fixed,
2720,2720,,2717,2720,786-888-5433,,fixed,
2723,2723,,2723,2723,800-723-3546,,fixed,
2725,2725,,2725,2725,305-348-7904,,fixed,
2728,2728,,2725,2728,305-348-7904,,fixed,
2734,2734,,2725,2734,305-348-7904,,fixed,
2745,2745,,2725,2745,305-348-7904,,fixed,
2753,2753,,2725,2753,305-348-7904,,fixed,
2754,2754,,2754,2754,305-244-6454,,fixed,
2756,2756,,2756,2756,305-247-3036,,fixed,
2758,2758,,2756,2758,305-247-5719,,fixed,
2759,2759,,2759,2759,305-243-6545,,fixed,
2760,2760,,2759,2760,305-243-8115,,fixed,
2761,2761,,2759,2761,305-243-4078,,fixed,
2766,2766,,2766,2766,305-749-8600,,fixed,
2767,2767,,2766,2767,305-749-8627,,fixed,
2771,2771,,2771,2771,786-388-3000,302,fixed,
2774,2774,,2771,2774,786-556-7936,,fixed,
2777,2777,,2771,2777,786-388-3000,,fixed,
2782,2782,,2782,2782,305-349-1204,224,fixed,
2783,2783,,2782,2783,305-349-1204,,fixed,
2788,2788,,2788,2788,813-974-2673,,fixed,
2790,2790,,2790,2790,305-864-5237,,fixed,
2806,2806,,2806,2806,305-755-6200,,fixed,
2807,2807,,2806,2807,305-755-6200,,fixed,
2809,2809,,2806,2809,305-755-6248,,fixed,
2810,2810,,2810,2810,305-621-3700,,fixed,
2811,2811,,2810,2811,305-621-3700,,fixed,
2812,2812,,2810,2812,305-621-3700,,fixed,
2813,2813,,2810,2813,305-621-3700,,fixed,
2816,2816,,2816,2816,305-756-5502,,fixed,
2817,2817,,2816,2817,305-756-5502,,fixed,
2818,2818,,2818,2818,305-673-7000,,fixed,
2819,2819,,2818,2819,305-673-7400,6116,fixed,
2822,2822,,2822,2822,305-365-6346,,fixed,
2825,2825,,2825,2825,305-754-2444,,fixed,
2827,2827,,2825,2827,305-324-5424,,fixed,
2828,2828,,2825,2828,305-245-0979,,fixed,
2829,2829,,2825,2829,305-235-1756,,fixed,
2830,2830,,2825,2830,305-795-0077,,fixed,
2835,2835,,2825,2835,305-380-0141,302,fixed,
2836,2836,,2825,2836,305-751-6778 xOPT1,,fixed,
2840,2840,,2825,2840,305-573-9093,,fixed,
2842,2842,,2825,2842,305-633-0462,,fixed,
2843,2843,,2825,2843,305-221-9566,,fixed,
2845,2845,,2825,2845,305-932-1300,,fixed,
2846,2846,,2825,2846,305-883-4555,,fixed,
2848,2848,,2825,2848,305-759-3050,,fixed,
2850,2850,,2825,2850,305-573-3333,,fixed,
2851,2851,,2825,2851,305-759-3050,,fixed,
2852,2852,,2825,2852,305-759-3050,,fixed,
2853,2853,,2825,2853,305-795-0077,,fixed,
2855,2855,,2825,2855,305-573-3333,,fixed,
2856,2856,,2856,2856,800-225-0292,,fixed,
2857,2857,,2856,2857,800-539-7309,,fixed,
2858,2858,,2858,2858,305-446-9910,21,fixed,
2859,2859,,2858,2859,305-758-5753,,fixed,
2860,2860,,2858,2860,305-446-2654,,fixed,
2861,2861,,2858,2861,305-279-3013,,fixed,
2862,2862,,2858,2862,305-535-0070,,fixed,
2863,2863,,2858,2863,305-694-4889 x227,,fixed,
2866,2866,,2866,2866,866-488-7386,,fixed,
2867,2867,,2866,2867,866-488-7386,,fixed,
2868,2868,,2868,2868,786-573-3017,,fixed,
2870,2870,,2870,2870,305-371-3330,,fixed,
2872,2872,,2872,2872,305-759-8500,,fixed,
2874,2874,,2872,2874,305-759-8500,,fixed,
2875,2875,,2872,2875,305-759-8500,141,fixed,
2876,2876,,2872,2876,305-759-8500,,fixed,
2877,2877,,2872,2877,305-246-3530,149,fixed,
2879,2879,,2872,2879,305-279-4141,,fixed,
2880,2880,,2872,2880,305-796-1139,,fixed,
2881,2881,,2872,2881,305-759-8500 x150,150,fixed,
2885,2885,,2872,2885,305-246-3530,,fixed,
2891,2891,,2891,2891,305-269-6767,,fixed,
2892,2892,,2891,2892,305-269-6767,,fixed,
2894,2894,,2891,2894,305-893-8050,,fixed,
2895,2895,,2891,2895,305-269-6767,,fixed,
2896,2896,,2896,2896,305-649-6449,234,fixed,
2897,2897,,2896,2897,305-649-6449,,fixed,
2898,2898,,2896,2898,305-649-6449,,fixed,
2899,2899,,2896,2899,305-649-6449,235,fixed,
2900,2900,,2896,2900,305-649-6449,,fixed,
2901,2901,,2896,2901,305-649-6449,,fixed,
2902,2902,,2896,2902,305-649-6449,,fixed,
2903,2903,,2896,2903,305-649-6449,234,fixed,
2904,2904,,2896,2904,305-649-6449,,fixed,
2905,2905,,2905,2905,305-326-6359,,fixed,
2907,2907,,2907,2907,305-818-9143,,fixed,
2909,2909,,2907,2909,305-818-9143,,fixed,
2910,2910,,2907,2910,305-818-9143,,fixed,
2911,2911,,2907,2911,305-818-9143,,fixed,
2912,2912,,2907,2912,305-818-9143,,fixed,
2913,2913,,2907,2913,305-818-9143,,fixed,
2914,2914,,2907,2914,305-818-9143,,fixed,
2915,2915,,2907,2915,305-818-2988,,fixed,
2916,2916,,2907,2916,305-818-2994,,fixed,
2918,2918,,2907,2918,305-818-9143,,fixed,
2919,2919,,2907,2919,305-818-9143,,fixed,
2923,2923,,2923,2923,305-541-0210,,fixed,
2924,2924,,2923,2924,305-541-0210,,fixed,
2925,2925,,2923,2925,305-541-0210,,fixed,
2929,2929,,2929,2929,877-696-6775,,fixed,
2930,2930,,2929,2930,800-633-4227,,fixed,
2933,2933,,2933,2933,954-922-0522,,fixed,
2935,2935,,2935,2935,305-681-6048,,fixed,
2936,2936,,2935,2936,305-681-6048,,fixed,
2937,2937,,2937,2937,305-446-1543,,fixed,
2939,2939,,2939,2939,305-969-7829,,fixed,
2943,2943,,2943,2943,954-771-4799,,fixed,
2944,2944,,2943,2944,954-771-4799,,fixed,
2945,2945,,2943,2945,954-771-4799,,fixed,
2946,2946,,2943,2946,954-771-4799,,fixed,
2949,2949,,2949,2949,305-558-4114,,fixed,
2950,2950,,2949,2950,305-819-5320,,fixed,
2953,2953,,2949,2953,305-558-3333,,fixed,
2954,2954,,2949,2954,305-558-2331,,fixed,
2956,2956,,2956,2956,786-331-5000,,fixed,
2957,2957,,2956,2957,786-331-5000,,fixed,
2958,2958,,2956,2958,786-331-5000,,fixed,
2959,2959,,2956,2959,786-331-5000,,fixed,
2960,2960,,2956,2960,786-331-5000,,fixed,
2961,2961,,2956,2961,786-331-5000,,fixed,
2963,2963,,2956,2963,786-331-5000,,fixed,
2964,2964,,2956,2964,786-331-5000,,fixed,
2965,2965,,2956,2965,786-331-5000,,fixed,
2966,2966,,2956,2966,786-331-5000,,fixed,
2967,2967,,2956,2967,786-331-5000,,fixed,
2968,2968,,2956,2968,786-331-5000,,fixed,
2969,2969,,2956,2969,786-331-5000,,fixed,
2970,2970,,2956,2970,786-331-5000,,fixed,
2971,2971,,2956,2971,786-331-5000,,fixed,
2972,2972,,2956,2972,786-331-5000,,fixed,
2973,2973,,2956,2973,786-331-5000,,fixed,
2974,2974,,2956,2974,786-331-5000,,fixed,
2975,2975,,2956,2975,786-331-5000,,fixed,
2976,2976,,2956,2976,786-331-5000,,fixed,
2977,2977,,2956,2977,786-331-5000,,fixed,
2978,2978,,2956,2978,786-331-5000,,fixed,
2979,2979,,2956,2979,786-331-5000,,fixed,
2980,2980,,2956,2980,786-331-5000,,fixed,
2981,2981,,2956,2981,786-331-5000,,fixed,
2982,2982,,2956,2982,786-331-5000,,fixed,
2983,2983,,2956,2983,786-331-5000,,fixed,
2984,2984,,2956,2984,786-331-5000,,fixed,
2985,2985,,2956,2985,786-331-5000,,fixed,
2986,2986,,2956,2986,786-331-5000,,fixed,
2987,2987,,2956,2987,786-331-5000,,fixed,
2988,2988,,2956,2988,786-331-5000,,fixed,
2989,2989,,2956,2989,786-331-5000,,fixed,
2990,2990,,2956,2990,786-331-5000,,fixed,
2991,2991,,2956,2991,786-331-5000,,fixed,
2992,2992,,2956,2992,786-331-5000,,fixed,
2993,2993,,2956,2993,786-331-5000,,fixed,
2994,2994,,2956,2994,786-331-5000,,fixed,
2995,2995,,2956,2995,786-331-5000,,fixed,
2996,2996,,2956,2996,786-331-5000,,fixed,
2997,2997,,2956,2997,786-331-5000,,fixed,
2998,2998,,2956,2998,786-331-5000,,fixed,
2999,2999,,2956,2999,786-331-5000,,fixed,
3000,3000,,2956,3000,786-331-5000,,fixed,
3001,3001,,2956,3001,786-331-5000,,fixed,
3002,3002,,2956,3002,786-331-5000,,fixed,
3003,3003,,2956,3003,786-331-5000,,fixed,
3004,3004,,2956,3004,786-331-5000,,fixed,
3005,3005,,2956,3005,786-331-5000,,fixed,
3006,3006,,2956,3006,786-331-5000,,fixed,
3007,3007,,2956,3007,786-331-5000,,fixed,
3008,3008,,2956,3008,786-331-5000,,fixed,
3009,3009,,2956,3009,786-331-5000,,fixed,
3010,3010,,3010,3010,305-779-8565,,fixed,
3012,3012,,3012,3012,301-891-2900,,fixed,
3019,3019,,3019,3019,202-467-8180,,fixed,
3025,3025,,3025,3025,305-247-1388,,fixed,
3028,3028,,3028,3028,305-466-1142,201,fixed,
3029,3029,,3028,3029,305-466-1142 x201,201,fixed,
3033,3033,,3033,3033,305-665-7477,,fixed,
3037,3037,,3037,3037,305-400-7000,,fixed,
3038,3038,,3037,3038,305-400-7297,,fixed,
3041,3041,,3041,3041,305-639-2726,,fixed,
3043,3043,,3043,3043,954-390-0493,,fixed,
3044,3044,,3043,3044,954-537-0211,210,fixed,
3045,3045,,3045,3045,305-221-1404,,fixed,
3046,3046,,3045,3046,305-221-1404,,fixed,
3048,3048,,3048,3048,305-460-5762,,fixed,
3057,3057,,3057,3057,786-402-3685,,fixed,
3058,3058,,3057,3058,786-402-3685,,fixed,
3069,3069,,3069,3069,305-585-6000,,fixed,
3072,3072,,3069,3072,305-585-1111,,fixed,
3075,3075,,3069,3075,786-466-3000,83000,fixed,
3076,3076,,3069,3076,305-585-1111,,fixed,
3085,3085,,3069,3085,305-585-1111,,fixed,
3086,3086,,3069,3086,305-324-4357,,fixed,
3087,3087,,3069,3087,305-585-5225,,fixed,
3088,3088,,3069,3088,305-585-1111,,fixed,
3089,3089,,3069,3089,305-585-1111,,fixed,
3091,3091,,3069,3091,305-585-1111,,fixed,
3093,3093,,3069,3093,305-585-7273,,fixed,
3094,3094,,3094,3094,239-262-7227,,fixed,
3101,3101,,3101,3101,305-646-7220,,fixed,
3110,3110,,3110,3110,305-371-8300,,fixed,
3119,3119,,3119,3119,305-438-0556,,fixed,
3120,3120,,3119,3120,305-438-0556,,fixed,
3126,3126,,3126,3126,855-222-5542,,fixed,
3127,3127,,3126,3127,855-222-5542,,fixed,
3130,3130,,3130,3130,800-743-7352,,fixed,
3139,3139,,3139,3139,954-964-1660,,fixed,
3141,3141,,3141,3141,850-245-4444,,fixed,
3142,3142,,3141,3142,850-488-0595,,fixed,
3145,3145,,3145,3145,305-631-7600,7632,fixed,
3146,3146,,3145,3146,305-631-7600,,fixed,
3150,3150,,3150,3150,305-573-4871,,fixed,
3151,3151,,3150,3151,305-573-4871,,fixed,
3157,3157,,3157,3157,813-972-2250,,fixed,
3163,3163,,3163,3163,703-684-7722,,fixed,
3168,3168,,3168,3168,305-548-3360,1822,fixed,
3170,3170,,3170,3170,305-246-2400,,fixed,
3172,3172,,3172,3172,305-499-8743,,fixed,
3173,3173,,3172,3173,305-371-9330,,fixed,
3175,3175,,3175,3175,800-345-4372,220,fixed,
3177,3177,,3175,3177,305-274-7411,,fixed,
3178,3178,,3178,3178,800-442-4673,,fixed,
3180,3180,,3180,3180,305-981-3232,,fixed,
3190,3190,,3190,3190,800-813-4673,,fixed,
3191,3191,,3190,3191,800-813-4673,,fixed,
3192,3192,,3192,3192,786-469-2060,,fixed,
3196,3196,,3196,3196,877-438-4338,,fixed,
3197,3197,,3196,3197,877-438-4338,,fixed,
3198,3198,,3198,3198,888-825-5249,,fixed,
3199,3199,,3198,3199,866-728-4368,,fixed,
3206,3206,,3206,3206,212-629-3322,,fixed,
3208,3208,,3208,3208,800-522-4700,,fixed,
3210,3210,,3210,3210,919-361-8400,,fixed,
3212,3212,,3212,3212,415-355-0003,,fixed,
3213,3213,,3212,3213,888-843-4564,,fixed,
3214,3214,,3214,3214,305-231-9936,,fixed,
3216,3216,,3214,3216,305-231-9936,,fixed,
3217,3217,,3214,3217,305-231-9936,222,fixed,
3222,3222,,3222,3222,305-693-0232,242,fixed,
3229,3229,,3229,3229,888-540-5437,,fixed,
3230,3230,,3229,3230,877-506-0578,,fixed,
3231,3231,,3229,3231,888-540-5437,,fixed,
3232,3232,,3229,3232,888-352-5437,,fixed,
3233,3233,,3229,3233,888-540-5437,,fixed,
3238,3238,,3238,3238,727-479-1800,3066,fixed,
3239,3239,,3238,3239,305-275-1930,,fixed,
3240,3240,,3238,3240,305-275-1930,107,fixed,
3241,3241,,3241,3241,202-872-0888,,fixed,
3242,3242,,3241,3242,800-677-1116,,fixed,
3243,3243,,3243,3243,305-463-7468,105,fixed,
3245,3245,,3243,3245,305-463-7468,105,fixed,
3252,3252,,3252,3252,305-668-5900,,fixed,
3254,3254,,3252,3254,305-668-5900,224,fixed,
3255,3255,,3252,3255,305-668-5900,224,fixed,
3256,3256,,3256,3256,305-443-1234,,fixed,
3257,3257,,3256,3257,305-443-1234,,fixed,
3258,3258,,3256,3258,305-667-2664,,fixed,
3259,3259,,3259,3259,305-759-1155,,fixed,
3260,3260,,3259,3260,305-759-1155,,fixed,
3261,3261,,3259,3261,305-759-1155,,fixed,
3262,3262,,3259,3262,305-759-1155,,fixed,
3263,3263,,3263,3263,305-640-9881,34,fixed,
3264,3264,,3263,3264,305-640-9881,,fixed,
3265,3265,,3263,3265,305-640-9881,,fixed,
3266,3266,,3263,3266,305-640-9881,,fixed,
3271,3271,,3271,3271,305-447-8373,,fixed,
3272,3272,,3271,3272,305-447-8373,,fixed,
3273,3273,,3271,3273,305-447-8373,,fixed,
3274,3274,,3274,3274,305-646-7229,,fixed,
3276,3276,,3274,3276,305-646-7229,,fixed,
3279,3279,,3279,3279,727-369-8500,,fixed,
3280,3280,,3279,3280,305-644-0335,,fixed,
3281,3281,,3279,3281,305-644-0335,,fixed,
3282,3282,,3279,3282,305-644-0335,,fixed,
3285,3285,,3285,3285,800-782-2878,,fixed,
3287,3287,,3287,3287,305-623-9937,,fixed,
3289,3289,,3289,3289,239-775-3862,,fixed,
3293,3293,,3289,3293,239-775-3862,,fixed,
3298,3298,,3289,3298,239-775-1101,,fixed,
3304,3304,,3304,3304,954-973-9502,,fixed,
3308,3308,,3308,3308,305-284-4265,,fixed,
3310,3310,,3308,3310,305-284-4265,,fixed,
3311,3311,,3311,3311,866-254-6428,,fixed,
3314,3314,,3314,3314,305-252-3328,8119,fixed,
3315,3315,,3314,3315,305-252-3328,,fixed,
3316,3316,,3316,3316,800-422-4453,,fixed,
3317,3317,,3316,3317,800-422-4453,,fixed,
3318,3318,,3318,3318,305-823-5000,,fixed,
3320,3320,,3318,3320,305-823-5000 x2092,,fixed,
3321,3321,,3318,3321,305-823-5292,,fixed,
3322,3322,,3322,3322,305-825-7770,,fixed,
3334,3334,,3334,3334,305-635-1335,,fixed,
3336,3336,,3336,3336,305-573-6885,,fixed,
3337,3337,,3336,3337,305-573-6885,,fixed,
3338,3338,,3338,3338,305-547-6800,,fixed,
3340,3340,,3338,3340,305-547-6800,,fixed,
3341,3341,,3338,3341,305-547-6800,,fixed,
3343,3343,,3343,3343,305-559-8838,,fixed,
3344,3344,,3343,3344,305-559-8838,,fixed,
3348,3348,,3348,3348,305-668-9000,410,fixed,
3349,3349,,3348,3349,954-581-3370,410,fixed,
3350,3350,,3350,3350,305-638-5878,1,fixed,
3352,3352,,3350,3352,305-638-5878,1,fixed,
3357,3357,,3357,3357,305-982-5077,,fixed,
3359,3359,,3359,3359,786-257-5321,,fixed,
3361,3361,,3359,3361,305-377-5055,,fixed,
3362,3362,,3359,3362,786-257-5352,,fixed,
3363,3363,,3359,3363,305-377-5055,,fixed,
3367,3367,,3359,3367,866-762-2237,,fixed,
3369,3369,,3359,3369,866-762-2237,,fixed,
3372,3372,,3359,3372,866-762-2237,,fixed,
3374,3374,,3359,3374,866-762-2237,,fixed,
3375,3375,,3359,3375,866-762-2237,,fixed,
3381,3381,,3359,3381,305-377-5068,,fixed,
3382,3382,,3359,3382,305-377-5055,,fixed,
3383,3383,,3359,3383,800-962-2873,,fixed,
3384,3384,,3359,3384,786-257-5207,,fixed,
3385,3385,,3385,3385,888-467-3782,,fixed,
3386,3386,,3385,3386,800-874-7245,,fixed,
3390,3390,,3390,3390,305-375-1492,,fixed,
3392,3392,,3392,3392,305-642-9889,,fixed,
