id,organization_id,program_id,location_id,name,alternate_name,url,email,status,application_process,wait_time,description,taxonomy_ids
14862,3611,3612,3612,Summer Camps,,www.peacecdc.org,,active,Must fill out an application on-site,,None provided,
18118,3617,3617,3617,Housing Expense Assistance,,www.aidshelp.cc,,active,"Client goes through a brief intake, they can (not required on 1st visit) bring a valid ID, Social Security number, Medicare/Medicaid, and proof of HIV.  \n\nClient's application does vary on a case by case basis and their needs.\n\nFor PrEP and nPEP services assistance is available on the first doctor appointment and based on sliding scale.",,None provided,
18119,3617,3617,3617,Housing Search and Information,,www.aidshelp.cc,,active,"Client goes through a brief intake, they can (not required on 1st visit) bring a valid ID, Social Security number, Medicare/Medicaid, and proof of HIV.  \n\nClient's application does vary on a case by case basis and their needs.\n\nFor PrEP and nPEP services assistance is available on the first doctor appointment and based on sliding scale.",,None provided,
18120,3617,3617,3617,HIV Testing,,www.aidshelp.cc,,active,"Client goes through a brief intake, they can (not required on 1st visit) bring a valid ID, Social Security number, Medicare/Medicaid, and proof of HIV.  \n\nClient's application does vary on a case by case basis and their needs.\n\nFor PrEP and nPEP services assistance is available on the first doctor appointment and based on sliding scale.",,None provided,
18121,3617,3617,3617,AIDS/HIV Prevention Counseling,,www.aidshelp.cc,,active,"Client goes through a brief intake, they can (not required on 1st visit) bring a valid ID, Social Security number, Medicare/Medicaid, and proof of HIV.  \n\nClient's application does vary on a case by case basis and their needs.\n\nFor PrEP and nPEP services assistance is available on the first doctor appointment and based on sliding scale.",,None provided,
18122,3617,3617,3617,Medical Equipment/Supplies,,www.aidshelp.cc,,active,"Client goes through a brief intake, they can (not required on 1st visit) bring a valid ID, Social Security number, Medicare/Medicaid, and proof of HIV.  \n\nClient's application does vary on a case by case basis and their needs.\n\nFor PrEP and nPEP services assistance is available on the first doctor appointment and based on sliding scale.",,None provided,
18123,3617,3617,3617,AIDS/HIV Clinics,,www.aidshelp.cc,,active,"Client goes through a brief intake, they can (not required on 1st visit) bring a valid ID, Social Security number, Medicare/Medicaid, and proof of HIV.  \n\nClient's application does vary on a case by case basis and their needs.\n\nFor PrEP and nPEP services assistance is available on the first doctor appointment and based on sliding scale.",,None provided,
18124,3617,3617,3617,Case/Care Management,,www.aidshelp.cc,,active,"Client goes through a brief intake, they can (not required on 1st visit) bring a valid ID, Social Security number, Medicare/Medicaid, and proof of HIV.  \n\nClient's application does vary on a case by case basis and their needs.\n\nFor PrEP and nPEP services assistance is available on the first doctor appointment and based on sliding scale.",,None provided,
21270,3617,3617,3617,Volunteer Opportunities,,www.aidshelp.cc,,active,"Client goes through a brief intake, they can (not required on 1st visit) bring a valid ID, Social Security number, Medicare/Medicaid, and proof of HIV.  \n\nClient's application does vary on a case by case basis and their needs.\n\nFor PrEP and nPEP services assistance is available on the first doctor appointment and based on sliding scale.",,None provided,
22220,3617,3617,3617,HIV Pre-Exposure Prophylaxis Medication,,www.aidshelp.cc,,active,"Client goes through a brief intake, they can (not required on 1st visit) bring a valid ID, Social Security number, Medicare/Medicaid, and proof of HIV.  \n\nClient's application does vary on a case by case basis and their needs.\n\nFor PrEP and nPEP services assistance is available on the first doctor appointment and based on sliding scale.",,None provided,
22221,3617,3617,3617,HIV Post Exposure Prophylaxis Medication,,www.aidshelp.cc,,active,"Client goes through a brief intake, they can (not required on 1st visit) bring a valid ID, Social Security number, Medicare/Medicaid, and proof of HIV.  \n\nClient's application does vary on a case by case basis and their needs.\n\nFor PrEP and nPEP services assistance is available on the first doctor appointment and based on sliding scale.",,None provided,
17116,3627,3628,3628,Alcohol Abuse Education/Prevention,,http://www.gcmk.org/,,active,Call for intake process,,None provided,
17118,3627,3628,3628,Drug Abuse Education/Prevention,,http://www.gcmk.org/,,active,Call for intake process,,None provided,
17119,3627,3628,3628,Relapse Prevention Programs,,http://www.gcmk.org/,,active,Call for intake process,,None provided,
12063,3627,3639,3639,Relapse Prevention Programs,,http://www.gcmk.org/,,active,Call for intake process,,None provided,
17120,3627,3639,3639,Alcohol Abuse Education/Prevention,,http://www.gcmk.org/,,active,Call for intake process,,None provided,
17121,3627,3639,3639,Drug Abuse Education/Prevention,,http://www.gcmk.org/,,active,Call for intake process,,None provided,
12060,3627,3640,3640,Relapse Prevention Programs,,http://www.gcmk.org/,,active,Call for intake process,,None provided,
12059,3627,3642,3642,Anger Management,,www.guidancecarecenter.org,,active,Call for intake process,,None provided,
22638,3643,3643,3643,Dance Instruction,,www.theshimmyclub.org,,active,Must call to enroll in the program,,None provided,
19304,3645,3645,3645,Homemaker Assistance,,www.caringhomecare.com,,active,Call for information,,None provided,
19305,3645,3645,3645,Personal Care,,www.caringhomecare.com,,active,Call for information,,None provided,
19306,3645,3645,3645,Adult In Home Respite Care,,www.caringhomecare.com,,active,Call for information,,None provided,
19307,3645,3645,3645,Live In Companions,,www.caringhomecare.com,,active,Call for information,,None provided,
19308,3645,3645,3645,Home Health Aide Services,,www.caringhomecare.com,,active,Call for information,,None provided,
19608,3647,3647,3647,Medical Equipment/Supplies,,www.surfmed.com,,active,Call or visit the online store for product purchase,,None provided,
16471,3649,3649,3649,Prescription Drugs for Specific Health Conditions,,www.ddpsych.com,,active,Call for appointment. Walk-ins accepted. Must fill out application.,,None provided,
16472,3649,3649,3649,Case/Care Management,,www.ddpsych.com,,active,Call for appointment. Walk-ins accepted. Must fill out application.,,None provided,
16473,3649,3649,3649,Psychosocial Therapy,,www.ddpsych.com,,active,Call for appointment. Walk-ins accepted. Must fill out application.,,None provided,
16479,3649,3649,3649,Bereavement Counseling,,www.ddpsych.com,,active,Call for appointment. Walk-ins accepted. Must fill out application.,,None provided,
16480,3649,3649,3649,Mental Health Evaluation,,www.ddpsych.com,,active,Call for appointment. Walk-ins accepted. Must fill out application.,,None provided,
16481,3649,3649,3649,Comprehensive Outpatient Alcoholism Treatment,,www.ddpsych.com,,active,Call for appointment. Walk-ins accepted. Must fill out application.,,None provided,
16482,3649,3649,3649,Comprehensive Outpatient Drug Abuse Treatment,,www.ddpsych.com,,active,Call for appointment. Walk-ins accepted. Must fill out application.,,None provided,
16483,3649,3649,3649,Alcoholism Counseling,,www.ddpsych.com,,active,Call for appointment. Walk-ins accepted. Must fill out application.,,None provided,
16484,3649,3649,3649,Drug Abuse Counseling,,www.ddpsych.com,,active,Call for appointment. Walk-ins accepted. Must fill out application.,,None provided,
20670,3656,3656,3656,Supported Living Services for Adults With Disabilities,,www.sunrisegroup.org,,active,Call for more information.,,None provided,
20671,3656,3656,3656,Applied Behavioral Analysis,,www.sunrisegroup.org,,active,Call for more information.,,None provided,
20672,3656,3656,3656,Independent Living Skills Instruction,,www.sunrisegroup.org,,active,Call for more information.,,None provided,
20673,3656,3656,3656,Supported Employment,,www.sunrisegroup.org,,active,Call for more information.,,None provided,
20674,3656,3656,3656,Personal Care,,www.sunrisegroup.org,,active,Call for more information.,,None provided,
20675,3656,3656,3656,Life Skills Education,,www.sunrisegroup.org,,active,Call for more information.,,None provided,
20676,3656,3656,3656,Social Skills Training,,www.sunrisegroup.org,,active,Call for more information.,,None provided,
20677,3656,3656,3656,Out of Home Respite Care,,www.sunrisegroup.org,,active,Call for more information.,,None provided,
14756,3665,3666,3666,Small Business Financing,,www.wr.org,,active,"All must call to make appointment, no walk-ins",,None provided,
14757,3665,3666,3666,First Time Buyer Home Loans,,www.wr.org,,active,"All must call to make appointment, no walk-ins",,None provided,
6181,3669,3670,3670,Information and Referral,,www.NOT-2-LATE.com,,active,None,,None provided,
14659,3669,3670,3670,Emergency Contraception,,www.NOT-2-LATE.com,,active,None,,None provided,
17909,3671,3672,3672,Adolescent/Adult Immunizations,,www.healthcareswfl.org,,active,"Unless it is an emergency, appointments are required. \nMust bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",,None provided,
17910,3671,3672,3672,Childhood Immunizations,,www.healthcareswfl.org,,active,"Unless it is an emergency, appointments are required. \nMust bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",,None provided,
17911,3671,3672,3672,Pediatrics,,www.healthcareswfl.org,,active,"Unless it is an emergency, appointments are required. \nMust bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",,None provided,
17912,3671,3672,3672,Sports Participation Physical Examinations,,www.healthcareswfl.org,,active,"Unless it is an emergency, appointments are required. \nMust bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",,None provided,
17913,3671,3672,3672,General Physical Examinations,,www.healthcareswfl.org,,active,"Unless it is an emergency, appointments are required. \nMust bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",,None provided,
17915,3671,3672,3672,Gynecology Services,,www.healthcareswfl.org,,active,"Unless it is an emergency, appointments are required. \nMust bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",,None provided,
6185,3671,3673,3673,Dental Care,,www.healthcareswfl.org,,active,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",,None provided,
21169,3671,3673,3673,Dental Screening,,www.healthcareswfl.org,,active,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",,None provided,
21170,3671,3673,3673,Dental Sealants,,www.healthcareswfl.org,,active,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",,None provided,
21171,3671,3673,3673,Fluoride Treatments/Supplements,,www.healthcareswfl.org,,active,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",,None provided,
21172,3671,3673,3673,General Dentistry,,www.healthcareswfl.org,,active,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",,None provided,
21173,3671,3673,3673,Orthodontics,,www.healthcareswfl.org,,active,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",,None provided,
6186,3671,3674,3674,Pediatrics,,www.healthcareswfl.org,,active,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",,None provided,
17907,3671,3674,3674,Neonatal Care,,www.healthcareswfl.org,,active,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",,None provided,
17908,3671,3674,3674,Childhood Immunizations,,www.healthcareswfl.org,,active,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",,None provided,
6187,3671,3675,3675,Pediatrics,,www.healthcareswfl.org,,active,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",,None provided,
17916,3671,3675,3675,Neonatal Care,,www.healthcareswfl.org,,active,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",,None provided,
17917,3671,3675,3675,Childhood Immunizations,,www.healthcareswfl.org,,active,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",,None provided,
6188,3671,3676,3676,Pediatrics,,www.healthcareswfl.org,,active,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",,None provided,
17897,3671,3676,3676,Neonatal Care,,www.healthcareswfl.org,,active,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",,None provided,
17898,3671,3676,3676,Childhood Immunizations,,www.healthcareswfl.org,,active,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",,None provided,
6192,3671,3679,3679,Pediatrics,,www.collier.org,,active,"Valid ID for parents, child's birth certificate, and social security card.",,None provided,
17927,3671,3679,3679,Childhood Immunizations,,www.collier.org,,active,"Valid ID for parents, child's birth certificate, and social security card.",,None provided,
17928,3671,3679,3679,Neonatal Care,,www.collier.org,,active,"Valid ID for parents, child's birth certificate, and social security card.",,None provided,
17899,3671,3680,3680,Childhood Immunizations,,www.healthcareswfl.org,,active,"* Unless it is an emergency, appointments are required. \n* Must bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",,None provided,
17900,3671,3680,3680,Adolescent/Adult Immunizations,,www.healthcareswfl.org,,active,"* Unless it is an emergency, appointments are required. \n* Must bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",,None provided,
17901,3671,3680,3680,Pediatrics,,www.healthcareswfl.org,,active,"* Unless it is an emergency, appointments are required. \n* Must bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",,None provided,
17902,3671,3680,3680,General Physical Examinations,,www.healthcareswfl.org,,active,"* Unless it is an emergency, appointments are required. \n* Must bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",,None provided,
17904,3671,3680,3680,Gynecology Services,,www.healthcareswfl.org,,active,"* Unless it is an emergency, appointments are required. \n* Must bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",,None provided,
6194,3671,3681,3681,Dental Care,,www.healthcareswfl.org,,active,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",,None provided,
21164,3671,3681,3681,Fluoride Treatments/Supplements,,www.healthcareswfl.org,,active,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",,None provided,
21165,3671,3681,3681,General Dentistry,,www.healthcareswfl.org,,active,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",,None provided,
21166,3671,3681,3681,Orthodontics,,www.healthcareswfl.org,,active,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",,None provided,
21167,3671,3681,3681,Dental Sealants,,www.healthcareswfl.org,,active,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",,None provided,
21168,3671,3681,3681,Dental Screening,,www.healthcareswfl.org,,active,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",,None provided,
6195,3671,3682,3682,Pediatrics,,www.healthcareswfl.org,,active,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",,None provided,
17905,3671,3682,3682,Neonatal Care,,www.healthcareswfl.org,,active,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",,None provided,
17906,3671,3682,3682,Childhood Immunizations,,www.healthcareswfl.org,,active,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",,None provided,
6197,3671,3683,3683,Vision Screening,,www.healthcareswfl.org,,active,"* Children are screened by the Care Mobile at schools, after school programs, community events, low income neighborhoods, etc., and referred for needed follow-up if necessary. \n\n* Health care and Dental care are coordinated through partner agencies, not directly with child/parent. \n\n* Children treated on the Care Mobile must not have any insurance or other method of payment to receive care elsewhere",,None provided,
6198,3671,3683,3683,Hearing Screening,,www.healthcareswfl.org,,active,"* Children are screened by the Care Mobile at schools, after school programs, community events, low income neighborhoods, etc., and referred for needed follow-up if necessary. \n\n* Health care and Dental care are coordinated through partner agencies, not directly with child/parent. \n\n* Children treated on the Care Mobile must not have any insurance or other method of payment to receive care elsewhere",,None provided,
6199,3671,3683,3683,Dental Screening,,www.healthcareswfl.org,,active,"* Children are screened by the Care Mobile at schools, after school programs, community events, low income neighborhoods, etc., and referred for needed follow-up if necessary. \n\n* Health care and Dental care are coordinated through partner agencies, not directly with child/parent. \n\n* Children treated on the Care Mobile must not have any insurance or other method of payment to receive care elsewhere",,None provided,
17925,3671,3683,3683,Developmental Screening,,www.healthcareswfl.org,,active,"* Children are screened by the Care Mobile at schools, after school programs, community events, low income neighborhoods, etc., and referred for needed follow-up if necessary. \n\n* Health care and Dental care are coordinated through partner agencies, not directly with child/parent. \n\n* Children treated on the Care Mobile must not have any insurance or other method of payment to receive care elsewhere",,None provided,
17926,3671,3683,3683,General Physical Examinations,,www.healthcareswfl.org,,active,"* Children are screened by the Care Mobile at schools, after school programs, community events, low income neighborhoods, etc., and referred for needed follow-up if necessary. \n\n* Health care and Dental care are coordinated through partner agencies, not directly with child/parent. \n\n* Children treated on the Care Mobile must not have any insurance or other method of payment to receive care elsewhere",,None provided,
11610,3702,3702,3702,Home Purchase/Mortgage Refinance Loans,,http://umafi.com/,,active,Call for intake procedures,,None provided,
15883,3702,3702,3702,Reverse Mortgage Programs,,http://umafi.com/,,active,Call for intake procedures,,None provided,
6249,3732,3733,3733,Information and Referral,,www.r2succeed.org,,active,Please call for more information,,None provided,
16099,3732,3733,3733,Healthy Eating Programs,,www.r2succeed.org,,active,Please call for more information,,None provided,
16100,3732,3733,3733,Financial Management Workshops,,www.r2succeed.org,,active,Please call for more information,,None provided,
16101,3732,3733,3733,Career Counseling,,www.r2succeed.org,,active,Please call for more information,,None provided,
16102,3732,3733,3733,Infant and Child Safety Education,,www.r2succeed.org,,active,Please call for more information,,None provided,
16103,3732,3733,3733,Family Literacy Programs,,www.r2succeed.org,,active,Please call for more information,,None provided,
16104,3732,3733,3733,Legislation Information,,www.r2succeed.org,,active,Please call for more information,,None provided,
6261,3732,3735,3735,Tutoring Services,,www.r2succeed.org,,active,"Registration is on a first come, first serve basis. Application located at the office.",,None provided,
6950,3732,3735,3735,Extended Child Care,,www.r2succeed.org,,active,"Registration is on a first come, first serve basis. Application located at the office.",,None provided,
6340,3787,3788,3788,Congregate Meals/Nutrition Sites,,www.cityofsweetwater.fl.gov/elderly.htm,,active,Must call to enroll in the program,,None provided,
6342,3787,3788,3788,Home Delivered Meals,,www.cityofsweetwater.fl.gov/elderly.htm,,active,Must call to enroll in the program,,None provided,
17084,3789,3789,3789,Directory Assistance,,http://411.myflorida.com/apps/411/tel411.public_411,,active,None,,None provided,
20593,3791,3791,3791,Eye Screening,,http://www.rhpaschalmd.com/home.html,,active,Please contact for more information,,None provided,
20594,3791,3791,3791,Hearing Screening,,http://www.rhpaschalmd.com/home.html,,active,Please contact for more information,,None provided,
20595,3791,3791,3791,Lead Poisoning Screening,,http://www.rhpaschalmd.com/home.html,,active,Please contact for more information,,None provided,
20596,3791,3791,3791,Tuberculosis Screening,,http://www.rhpaschalmd.com/home.html,,active,Please contact for more information,,None provided,
20597,3791,3791,3791,General Laboratory Tests,,http://www.rhpaschalmd.com/home.html,,active,Please contact for more information,,None provided,
20598,3791,3791,3791,Health Insurance Information/Counseling,,http://www.rhpaschalmd.com/home.html,,active,Please contact for more information,,None provided,
20599,3791,3791,3791,Pregnancy Testing,,http://www.rhpaschalmd.com/home.html,,active,Please contact for more information,,None provided,
20600,3791,3791,3791,Childhood Immunizations,,http://www.rhpaschalmd.com/home.html,,active,Please contact for more information,,None provided,
20601,3791,3791,3791,Pediatrics,,http://www.rhpaschalmd.com/home.html,,active,Please contact for more information,,None provided,
17519,3796,3796,3796,Foreign Language Newspapers,,www.miamiherald.com,,active,None,,None provided,
17520,3796,3796,3796,Local/Regional Newspapers,,www.miamiherald.com,,active,None,,None provided,
18115,3798,3798,3798,Networking/Relationship Building Support,,www.nrcdv.org,,active,Must call to receive assistance,,None provided,
18116,3798,3798,3798,Organizational Assessment and Evaluation Support,,www.nrcdv.org,,active,Must call to receive assistance,,None provided,
18117,3798,3798,3798,Organizational Planning and Development Support,,www.nrcdv.org,,active,Must call to receive assistance,,None provided,
14465,3806,3808,3808,Crime Prevention,,http://www.justice.gov/dea/divisions/contacts/mia_contact.shtml,,active,Call for intake procedures.,,None provided,
14466,3806,3808,3808,Drug Crime Reporting,,http://www.justice.gov/dea/divisions/contacts/mia_contact.shtml,,active,Call for intake procedures.,,None provided,
6360,3809,3810,3810,Extended Child Care,,,,active,Must fill out application and bring it into the office,,None provided,
6361,3809,3810,3810,Youth Enrichment Programs,,,,active,Must fill out application and bring it into the office,,None provided,
6363,3809,3811,3811,Youth Enrichment Programs,,http://www.fiacs.org/,,active,Must fill out the application form online (http://www.fiacs.org/) or visit school for an application,,None provided,
11488,3809,3811,3811,Summer Camps,,http://www.fiacs.org/,,active,Must fill out the application form online (http://www.fiacs.org/) or visit school for an application,,None provided,
20557,3812,3812,3812,Emergency Food,,www.greaterfellowshipmbc.net,,active,Call for appointment.,,None provided,
20558,3812,3812,3812,Clothing,,www.greaterfellowshipmbc.net,,active,Call for appointment.,,None provided,
16389,3814,3814,3814,Postal Service Complaints,,www.usps.com/postalinspectors,,active,Call for more information,,None provided,
16390,3814,3814,3814,Postal Crime Reporting,,www.usps.com/postalinspectors,,active,Call for more information,,None provided,
6374,3822,3823,3823,Information and Referral,,www.cdcnpin.org,,active,Call for more information,,None provided,
16953,3822,3823,3823,Tuberculosis Control,,www.cdcnpin.org,,active,Call for more information,,None provided,
16954,3822,3823,3823,Sexually Transmitted Disease Control,,www.cdcnpin.org,,active,Call for more information,,None provided,
16955,3822,3823,3823,AIDS/HIV Control,,www.cdcnpin.org,,active,Call for more information,,None provided,
16956,3822,3823,3823,Ebola Control,,www.cdcnpin.org,,active,Call for more information,,None provided,
16957,3822,3823,3823,Influenza Control,,www.cdcnpin.org,,active,Call for more information,,None provided,
13870,3824,3825,3825,Discounted Telephone Service,,http://www.wireless.att.com/learn/articles-resources/community-support/lifeline-link-up.jsp,,active,Call for more information,,None provided,
9870,3826,3827,3827,Property Tax Information,,www.miamidade.gov/taxcollector/,,active,Varies based on service needed,,None provided,
16332,3829,3830,3830,Election Information,,www.miamidade.gov/elections,,active,"Call and register prior to upcoming elections: must bring updated or current documents for voting. \n\nPlease call for additional information, and training locations or schedule.",,None provided,
16333,3829,3830,3830,Voter Registration Drives,,www.miamidade.gov/elections,,active,"Call and register prior to upcoming elections: must bring updated or current documents for voting. \n\nPlease call for additional information, and training locations or schedule.",,None provided,
6380,3829,3831,3831,Elections/Election Campaigns,,www.miamidade.gov/elections,,active,"* Call or register before each election.\n* Bring all updated documents in order to vote. \n* For Miami-Dade county residence only, please call for locations and voting dates.",,None provided,
6506,3921,3922,3922,Family Based Services,,www.ourkids.us,,active,Call for assistance in enrolling for any of these opportunities,,None provided,
6507,3921,3922,3922,Adoption Services,,www.ourkids.us,,active,Call for assistance in enrolling for any of these opportunities,,None provided,
6508,3921,3922,3922,Foster Home Placement,,www.ourkids.us,,active,Call for assistance in enrolling for any of these opportunities,,None provided,
15058,3921,3922,3922,Volunteer Opportunities,,www.ourkids.us,,active,Call for assistance in enrolling for any of these opportunities,,None provided,
20854,3927,3927,3927,Comprehensive Information and Referral,,www.unitedwaylee.org,,active,Call for further assistance,,None provided,
17024,3929,3929,3929,Crisis Intervention Hotlines/Helplines,,crisiscenter.com/contact-us.aspx,,active,Call for more information.,,None provided,
20384,3931,3931,3931,Information and Referral,,www.hfuw.org,,active,Call for information,,None provided,
20385,3931,3931,3931,Crisis Intervention Hotlines/Helplines,,www.hfuw.org,,active,Call for information,,None provided,
6542,3941,3942,3942,Extended Child Care,,www.justkidscenters.com,,active,"Must register, call for information",,None provided,
7596,3941,3942,3942,Youth Enrichment Programs,,www.justkidscenters.com,,active,"Must register, call for information",,None provided,
11352,3941,3942,3942,Summer Camps,,www.justkidscenters.com,,active,"Must register, call for information",,None provided,
