id,location_id,program_id,accepted_payments,alternate_name,application_process,description,eligibility,email,fees,funding_sources,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
22220,3617,3617,,,"Client goes through a brief intake, they can (not required on 1st visit) bring a valid ID, Social Security number, Medicare/Medicaid, and proof of HIV.  \n\nClient's application does vary on a case by case basis and their needs.\n\nFor PrEP and nPEP services assistance is available on the first doctor appointment and based on sliding scale.",None Provided,,,,,,,,HIV Pre-Exposure Prophylaxis Medication,,,active,,http://www.aidshelp.cc,
17119,3628,3628,,,Call for intake process,None Provided,,,,,,,,Relapse Prevention Programs,,,active,,http://www.gcmk.org/,
17118,3628,3628,,,Call for intake process,None Provided,,,,,,,,Drug Abuse Education/Prevention,,,active,,http://www.gcmk.org/,
17116,3628,3628,,,Call for intake process,None Provided,,,,,,,,Alcohol Abuse Education/Prevention,,,active,,http://www.gcmk.org/,
17121,3639,3639,,,Call for intake process,None Provided,,,,,,,,Drug Abuse Education/Prevention,,,active,,http://www.gcmk.org/,
17120,3639,3639,,,Call for intake process,None Provided,,,,,,,,Alcohol Abuse Education/Prevention,,,active,,http://www.gcmk.org/,
12063,3639,3639,,,Call for intake process,None Provided,,,,,,,,Relapse Prevention Programs,,,active,,http://www.gcmk.org/,
12060,3640,3640,,,Call for intake process,None Provided,,,,,,,,Relapse Prevention Programs,,,active,,http://www.gcmk.org/,
12059,3642,3642,,,Call for intake process,None Provided,,,,,,,,Anger Management,,,active,,http://www.guidancecarecenter.org,
22638,3643,3643,,,Must call to enroll in the program,None Provided,,,,,,,,Dance Instruction,,,active,,http://www.theshimmyclub.org,
19306,3645,3645,,,Call for information,None Provided,,,,,,,,Adult In Home Respite Care,,,active,,http://www.caringhomecare.com,
19307,3645,3645,,,Call for information,None Provided,,,,,,,,Live In Companions,,,active,,http://www.caringhomecare.com,
19305,3645,3645,,,Call for information,None Provided,,,,,,,,Personal Care,,,active,,http://www.caringhomecare.com,
19304,3645,3645,,,Call for information,None Provided,,,,,,,,Homemaker Assistance,,,active,,http://www.caringhomecare.com,
19308,3645,3645,,,Call for information,None Provided,,,,,,,,Home Health Aide Services,,,active,,http://www.caringhomecare.com,
19608,3647,3647,,,Call or visit the online store for product purchase,None Provided,,,,,,,,Medical Equipment/Supplies,,,active,,http://www.surfmed.com,
16471,3649,3649,,,Call for appointment. Walk-ins accepted. Must fill out application.,None Provided,,,,,,,,Prescription Drugs for Specific Health Conditions,,,active,,http://www.ddpsych.com,
16472,3649,3649,,,Call for appointment. Walk-ins accepted. Must fill out application.,None Provided,,,,,,,,Case/Care Management,,,active,,http://www.ddpsych.com,
16479,3649,3649,,,Call for appointment. Walk-ins accepted. Must fill out application.,None Provided,,,,,,,,Bereavement Counseling,,,active,,http://www.ddpsych.com,
16473,3649,3649,,,Call for appointment. Walk-ins accepted. Must fill out application.,None Provided,,,,,,,,Psychosocial Therapy,,,active,,http://www.ddpsych.com,
16484,3649,3649,,,Call for appointment. Walk-ins accepted. Must fill out application.,None Provided,,,,,,,,Drug Abuse Counseling,,,active,,http://www.ddpsych.com,
16483,3649,3649,,,Call for appointment. Walk-ins accepted. Must fill out application.,None Provided,,,,,,,,Alcoholism Counseling,,,active,,http://www.ddpsych.com,
16482,3649,3649,,,Call for appointment. Walk-ins accepted. Must fill out application.,None Provided,,,,,,,,Comprehensive Outpatient Drug Abuse Treatment,,,active,,http://www.ddpsych.com,
16481,3649,3649,,,Call for appointment. Walk-ins accepted. Must fill out application.,None Provided,,,,,,,,Comprehensive Outpatient Alcoholism Treatment,,,active,,http://www.ddpsych.com,
16480,3649,3649,,,Call for appointment. Walk-ins accepted. Must fill out application.,None Provided,,,,,,,,Mental Health Evaluation,,,active,,http://www.ddpsych.com,
20674,3656,3656,,,Call for more information.,None Provided,,,,,,,,Personal Care,,,active,,http://www.sunrisegroup.org,
20677,3656,3656,,,Call for more information.,None Provided,,,,,,,,Out of Home Respite Care,,,active,,http://www.sunrisegroup.org,
20675,3656,3656,,,Call for more information.,None Provided,,,,,,,,Life Skills Education,,,active,,http://www.sunrisegroup.org,
20676,3656,3656,,,Call for more information.,None Provided,,,,,,,,Social Skills Training,,,active,,http://www.sunrisegroup.org,
20671,3656,3656,,,Call for more information.,None Provided,,,,,,,,Applied Behavioral Analysis,,,active,,http://www.sunrisegroup.org,
20672,3656,3656,,,Call for more information.,None Provided,,,,,,,,Independent Living Skills Instruction,,,active,,http://www.sunrisegroup.org,
20673,3656,3656,,,Call for more information.,None Provided,,,,,,,,Supported Employment,,,active,,http://www.sunrisegroup.org,
20670,3656,3656,,,Call for more information.,None Provided,,,,,,,,Supported Living Services for Adults With Disabilities,,,active,,http://www.sunrisegroup.org,
14757,3666,3666,,,"All must call to make appointment, no walk-ins",None Provided,,,,,,,,First Time Buyer Home Loans,,,active,,http://www.wr.org,
14756,3666,3666,,,"All must call to make appointment, no walk-ins",None Provided,,,,,,,,Small Business Financing,,,active,,http://www.wr.org,
14659,3670,3670,,,None,None Provided,,,,,,,,Emergency Contraception,,,active,,http://www.NOT-2-LATE.com,
6181,3670,3670,,,None,None Provided,,,,,,,,Information and Referral,,,active,,http://www.NOT-2-LATE.com,
17913,3672,3672,,,"Unless it is an emergency, appointments are required. \nMust bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",None Provided,,,,,,,,General Physical Examinations,,,active,,http://www.healthcareswfl.org,
17912,3672,3672,,,"Unless it is an emergency, appointments are required. \nMust bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",None Provided,,,,,,,,Sports Participation Physical Examinations,,,active,,http://www.healthcareswfl.org,
17911,3672,3672,,,"Unless it is an emergency, appointments are required. \nMust bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",None Provided,,,,,,,,Pediatrics,,,active,,http://www.healthcareswfl.org,
17915,3672,3672,,,"Unless it is an emergency, appointments are required. \nMust bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",None Provided,,,,,,,,Gynecology Services,,,active,,http://www.healthcareswfl.org,
17910,3672,3672,,,"Unless it is an emergency, appointments are required. \nMust bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",None Provided,,,,,,,,Childhood Immunizations,,,active,,http://www.healthcareswfl.org,
17909,3672,3672,,,"Unless it is an emergency, appointments are required. \nMust bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",None Provided,,,,,,,,Adolescent/Adult Immunizations,,,active,,http://www.healthcareswfl.org,
6185,3673,3673,,,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",None Provided,,,,,,,,Dental Care,,,active,,http://www.healthcareswfl.org,
21173,3673,3673,,,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",None Provided,,,,,,,,Orthodontics,,,active,,http://www.healthcareswfl.org,
21172,3673,3673,,,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",None Provided,,,,,,,,General Dentistry,,,active,,http://www.healthcareswfl.org,
21170,3673,3673,,,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",None Provided,,,,,,,,Dental Sealants,,,active,,http://www.healthcareswfl.org,
21171,3673,3673,,,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",None Provided,,,,,,,,Fluoride Treatments/Supplements,,,active,,http://www.healthcareswfl.org,
21169,3673,3673,,,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",None Provided,,,,,,,,Dental Screening,,,active,,http://www.healthcareswfl.org,
17907,3674,3674,,,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",None Provided,,,,,,,,Neonatal Care,,,active,,http://www.healthcareswfl.org,
6186,3674,3674,,,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",None Provided,,,,,,,,Pediatrics,,,active,,http://www.healthcareswfl.org,
17908,3674,3674,,,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",None Provided,,,,,,,,Childhood Immunizations,,,active,,http://www.healthcareswfl.org,
17917,3675,3675,,,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",None Provided,,,,,,,,Childhood Immunizations,,,active,,http://www.healthcareswfl.org,
6187,3675,3675,,,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",None Provided,,,,,,,,Pediatrics,,,active,,http://www.healthcareswfl.org,
17916,3675,3675,,,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",None Provided,,,,,,,,Neonatal Care,,,active,,http://www.healthcareswfl.org,
17897,3676,3676,,,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",None Provided,,,,,,,,Neonatal Care,,,active,,http://www.healthcareswfl.org,
6188,3676,3676,,,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",None Provided,,,,,,,,Pediatrics,,,active,,http://www.healthcareswfl.org,
17898,3676,3676,,,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",None Provided,,,,,,,,Childhood Immunizations,,,active,,http://www.healthcareswfl.org,
17927,3679,3679,,,"Valid ID for parents, child's birth certificate, and social security card.",None Provided,,,,,,,,Childhood Immunizations,,,active,,http://www.collier.org,
6192,3679,3679,,,"Valid ID for parents, child's birth certificate, and social security card.",None Provided,,,,,,,,Pediatrics,,,active,,http://www.collier.org,
17928,3679,3679,,,"Valid ID for parents, child's birth certificate, and social security card.",None Provided,,,,,,,,Neonatal Care,,,active,,http://www.collier.org,
17902,3680,3680,,,"* Unless it is an emergency, appointments are required. \n* Must bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",None Provided,,,,,,,,General Physical Examinations,,,active,,http://www.healthcareswfl.org,
17904,3680,3680,,,"* Unless it is an emergency, appointments are required. \n* Must bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",None Provided,,,,,,,,Gynecology Services,,,active,,http://www.healthcareswfl.org,
17901,3680,3680,,,"* Unless it is an emergency, appointments are required. \n* Must bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",None Provided,,,,,,,,Pediatrics,,,active,,http://www.healthcareswfl.org,
17899,3680,3680,,,"* Unless it is an emergency, appointments are required. \n* Must bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",None Provided,,,,,,,,Childhood Immunizations,,,active,,http://www.healthcareswfl.org,
17900,3680,3680,,,"* Unless it is an emergency, appointments are required. \n* Must bring a valid ID, birth certificate for infant, social security card if available, proof of family income or valid insurance card.",None Provided,,,,,,,,Adolescent/Adult Immunizations,,,active,,http://www.healthcareswfl.org,
6194,3681,3681,,,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",None Provided,,,,,,,,Dental Care,,,active,,http://www.healthcareswfl.org,
21164,3681,3681,,,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",None Provided,,,,,,,,Fluoride Treatments/Supplements,,,active,,http://www.healthcareswfl.org,
21167,3681,3681,,,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",None Provided,,,,,,,,Dental Sealants,,,active,,http://www.healthcareswfl.org,
21165,3681,3681,,,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",None Provided,,,,,,,,General Dentistry,,,active,,http://www.healthcareswfl.org,
21166,3681,3681,,,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",None Provided,,,,,,,,Orthodontics,,,active,,http://www.healthcareswfl.org,
21168,3681,3681,,,"Must bring proof of income:\r\n\r\n* Pay stubs (last four weeks of income)\r\n* Last YearGÇÖs Income Tax Return or Schedule C if self-employed\r\n* Workers Compensation (last four weeks of income)\r\n* Unemployment Compensation (last four weeks of income)\r\n* Disability or SSI Benefits letter\r\n* Social Security Income\r\n* Documents from local, state, or federal agency\r\n* Letter of Support (notarized signature)\r\n* Completed Employment Verification\r\n* Medicaid made application or rejection letter\r\n\r\nPicture identification:\r\n\r\n* Drivers license\r\n* I-94 (If foreign born)\r\n* Passport",None Provided,,,,,,,,Dental Screening,,,active,,http://www.healthcareswfl.org,
17905,3682,3682,,,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",None Provided,,,,,,,,Neonatal Care,,,active,,http://www.healthcareswfl.org,
6195,3682,3682,,,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",None Provided,,,,,,,,Pediatrics,,,active,,http://www.healthcareswfl.org,
17906,3682,3682,,,"Valid ID for parents, child's birth certificate, social security card. \nAppointment required.",None Provided,,,,,,,,Childhood Immunizations,,,active,,http://www.healthcareswfl.org,
6199,3683,3683,,,"* Children are screened by the Care Mobile at schools, after school programs, community events, low income neighborhoods, etc., and referred for needed follow-up if necessary. \n\n* Health care and Dental care are coordinated through partner agencies, not directly with child/parent. \n\n* Children treated on the Care Mobile must not have any insurance or other method of payment to receive care elsewhere",None Provided,,,,,,,,Dental Screening,,,active,,http://www.healthcareswfl.org,
6197,3683,3683,,,"* Children are screened by the Care Mobile at schools, after school programs, community events, low income neighborhoods, etc., and referred for needed follow-up if necessary. \n\n* Health care and Dental care are coordinated through partner agencies, not directly with child/parent. \n\n* Children treated on the Care Mobile must not have any insurance or other method of payment to receive care elsewhere",None Provided,,,,,,,,Vision Screening,,,active,,http://www.healthcareswfl.org,
6198,3683,3683,,,"* Children are screened by the Care Mobile at schools, after school programs, community events, low income neighborhoods, etc., and referred for needed follow-up if necessary. \n\n* Health care and Dental care are coordinated through partner agencies, not directly with child/parent. \n\n* Children treated on the Care Mobile must not have any insurance or other method of payment to receive care elsewhere",None Provided,,,,,,,,Hearing Screening,,,active,,http://www.healthcareswfl.org,
17926,3683,3683,,,"* Children are screened by the Care Mobile at schools, after school programs, community events, low income neighborhoods, etc., and referred for needed follow-up if necessary. \n\n* Health care and Dental care are coordinated through partner agencies, not directly with child/parent. \n\n* Children treated on the Care Mobile must not have any insurance or other method of payment to receive care elsewhere",None Provided,,,,,,,,General Physical Examinations,,,active,,http://www.healthcareswfl.org,
17925,3683,3683,,,"* Children are screened by the Care Mobile at schools, after school programs, community events, low income neighborhoods, etc., and referred for needed follow-up if necessary. \n\n* Health care and Dental care are coordinated through partner agencies, not directly with child/parent. \n\n* Children treated on the Care Mobile must not have any insurance or other method of payment to receive care elsewhere",None Provided,,,,,,,,Developmental Screening,,,active,,http://www.healthcareswfl.org,
15883,3702,3702,,,Call for intake procedures,None Provided,,,,,,,,Reverse Mortgage Programs,,,active,,http://umafi.com/,
11610,3702,3702,,,Call for intake procedures,None Provided,,,,,,,,Home Purchase/Mortgage Refinance Loans,,,active,,http://umafi.com/,
16100,3733,3733,,,Please call for more information,None Provided,,,,,,,,Financial Management Workshops,,,active,,http://www.r2succeed.org,
16103,3733,3733,,,Please call for more information,None Provided,,,,,,,,Family Literacy Programs,,,active,,http://www.r2succeed.org,
16099,3733,3733,,,Please call for more information,None Provided,,,,,,,,Healthy Eating Programs,,,active,,http://www.r2succeed.org,
16102,3733,3733,,,Please call for more information,None Provided,,,,,,,,Infant and Child Safety Education,,,active,,http://www.r2succeed.org,
16101,3733,3733,,,Please call for more information,None Provided,,,,,,,,Career Counseling,,,active,,http://www.r2succeed.org,
6249,3733,3733,,,Please call for more information,None Provided,,,,,,,,Information and Referral,,,active,,http://www.r2succeed.org,
16104,3733,3733,,,Please call for more information,None Provided,,,,,,,,Legislation Information,,,active,,http://www.r2succeed.org,
6261,3735,3735,,,"Registration is on a first come, first serve basis. Application located at the office.",None Provided,,,,,,,,Tutoring Services,,,active,,http://www.r2succeed.org,
6950,3735,3735,,,"Registration is on a first come, first serve basis. Application located at the office.",None Provided,,,,,,,,Extended Child Care,,,active,,http://www.r2succeed.org,
6340,3788,3788,,,Must call to enroll in the program,None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://www.cityofsweetwater.fl.gov/elderly.htm,
6342,3788,3788,,,Must call to enroll in the program,None Provided,,,,,,,,Home Delivered Meals,,,active,,http://www.cityofsweetwater.fl.gov/elderly.htm,
17084,3789,3789,,,None,None Provided,,,,,,,,Directory Assistance,,,active,,http://411.myflorida.com/apps/411/tel411.public_411,
20601,3791,3791,,,Please contact for more information,None Provided,,,,,,,,Pediatrics,,,active,,http://www.rhpaschalmd.com/home.html,
20600,3791,3791,,,Please contact for more information,None Provided,,,,,,,,Childhood Immunizations,,,active,,http://www.rhpaschalmd.com/home.html,
20593,3791,3791,,,Please contact for more information,None Provided,,,,,,,,Eye Screening,,,active,,http://www.rhpaschalmd.com/home.html,
20594,3791,3791,,,Please contact for more information,None Provided,,,,,,,,Hearing Screening,,,active,,http://www.rhpaschalmd.com/home.html,
20595,3791,3791,,,Please contact for more information,None Provided,,,,,,,,Lead Poisoning Screening,,,active,,http://www.rhpaschalmd.com/home.html,
20596,3791,3791,,,Please contact for more information,None Provided,,,,,,,,Tuberculosis Screening,,,active,,http://www.rhpaschalmd.com/home.html,
20597,3791,3791,,,Please contact for more information,None Provided,,,,,,,,General Laboratory Tests,,,active,,http://www.rhpaschalmd.com/home.html,
20598,3791,3791,,,Please contact for more information,None Provided,,,,,,,,Health Insurance Information/Counseling,,,active,,http://www.rhpaschalmd.com/home.html,
20599,3791,3791,,,Please contact for more information,None Provided,,,,,,,,Pregnancy Testing,,,active,,http://www.rhpaschalmd.com/home.html,
17519,3796,3796,,,None,None Provided,,,,,,,,Foreign Language Newspapers,,,active,,http://www.miamiherald.com,
17520,3796,3796,,,None,None Provided,,,,,,,,Local/Regional Newspapers,,,active,,http://www.miamiherald.com,
18116,3798,3798,,,Must call to receive assistance,None Provided,,,,,,,,Organizational Assessment and Evaluation Support,,,active,,http://www.nrcdv.org,
18115,3798,3798,,,Must call to receive assistance,None Provided,,,,,,,,Networking/Relationship Building Support,,,active,,http://www.nrcdv.org,
18117,3798,3798,,,Must call to receive assistance,None Provided,,,,,,,,Organizational Planning and Development Support,,,active,,http://www.nrcdv.org,
14465,3808,3808,,,Call for intake procedures.,None Provided,,,,,,,,Crime Prevention,,,active,,http://www.justice.gov/dea/divisions/contacts/mia_contact.shtml,
14466,3808,3808,,,Call for intake procedures.,None Provided,,,,,,,,Drug Crime Reporting,,,active,,http://www.justice.gov/dea/divisions/contacts/mia_contact.shtml,
6361,3810,3810,,,Must fill out application and bring it into the office,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,,
6360,3810,3810,,,Must fill out application and bring it into the office,None Provided,,,,,,,,Extended Child Care,,,active,,,
11488,3811,3811,,,Must fill out the application form online (http://www.fiacs.org/) or visit school for an application,None Provided,,,,,,,,Summer Camps,,,active,,http://www.fiacs.org/,
6363,3811,3811,,,Must fill out the application form online (http://www.fiacs.org/) or visit school for an application,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.fiacs.org/,
20557,3812,3812,,,Call for appointment.,None Provided,,,,,,,,Emergency Food,,,active,,http://www.greaterfellowshipmbc.net,
20558,3812,3812,,,Call for appointment.,None Provided,,,,,,,,Clothing,,,active,,http://www.greaterfellowshipmbc.net,
16389,3814,3814,,,Call for more information,None Provided,,,,,,,,Postal Service Complaints,,,active,,http://www.usps.com/postalinspectors,
16390,3814,3814,,,Call for more information,None Provided,,,,,,,,Postal Crime Reporting,,,active,,http://www.usps.com/postalinspectors,
16955,3823,3823,,,Call for more information,None Provided,,,,,,,,AIDS/HIV Control,,,active,,http://www.cdcnpin.org,
16956,3823,3823,,,Call for more information,None Provided,,,,,,,,Ebola Control,,,active,,http://www.cdcnpin.org,
16957,3823,3823,,,Call for more information,None Provided,,,,,,,,Influenza Control,,,active,,http://www.cdcnpin.org,
16954,3823,3823,,,Call for more information,None Provided,,,,,,,,Sexually Transmitted Disease Control,,,active,,http://www.cdcnpin.org,
16953,3823,3823,,,Call for more information,None Provided,,,,,,,,Tuberculosis Control,,,active,,http://www.cdcnpin.org,
6374,3823,3823,,,Call for more information,None Provided,,,,,,,,Information and Referral,,,active,,http://www.cdcnpin.org,
13870,3825,3825,,,Call for more information,None Provided,,,,,,,,Discounted Telephone Service,,,active,,http://www.wireless.att.com/learn/articles-resources/community-support/lifeline-link-up.jsp,
9870,3827,3827,,,Varies based on service needed,None Provided,,,,,,,,Property Tax Information,,,active,,http://www.miamidade.gov/taxcollector/,
16332,3830,3830,,,"Call and register prior to upcoming elections: must bring updated or current documents for voting. \n\nPlease call for additional information, and training locations or schedule.",None Provided,,,,,,,,Election Information,,,active,,http://www.miamidade.gov/elections,
16333,3830,3830,,,"Call and register prior to upcoming elections: must bring updated or current documents for voting. \n\nPlease call for additional information, and training locations or schedule.",None Provided,,,,,,,,Voter Registration Drives,,,active,,http://www.miamidade.gov/elections,
6380,3831,3831,,,"* Call or register before each election.\n* Bring all updated documents in order to vote. \n* For Miami-Dade county residence only, please call for locations and voting dates.",None Provided,,,,,,,,Elections/Election Campaigns,,,active,,http://www.miamidade.gov/elections,
15058,3922,3922,,,Call for assistance in enrolling for any of these opportunities,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.ourkids.us,
6508,3922,3922,,,Call for assistance in enrolling for any of these opportunities,None Provided,,,,,,,,Foster Home Placement,,,active,,http://www.ourkids.us,
6506,3922,3922,,,Call for assistance in enrolling for any of these opportunities,None Provided,,,,,,,,Family Based Services,,,active,,http://www.ourkids.us,
6507,3922,3922,,,Call for assistance in enrolling for any of these opportunities,None Provided,,,,,,,,Adoption Services,,,active,,http://www.ourkids.us,
20854,3927,3927,,,Call for further assistance,None Provided,,,,,,,,Comprehensive Information and Referral,,,active,,http://www.unitedwaylee.org,
17024,3929,3929,,,Call for more information.,None Provided,,,,,,,,Crisis Intervention Hotlines/Helplines,,,active,,http://crisiscenter.com/contact-us.aspx,
20385,3931,3931,,,Call for information,None Provided,,,,,,,,Crisis Intervention Hotlines/Helplines,,,active,,http://www.hfuw.org,
20384,3931,3931,,,Call for information,None Provided,,,,,,,,Information and Referral,,,active,,http://www.hfuw.org,
7596,3942,3942,,,"Must register, call for information",None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.justkidscenters.com,
6542,3942,3942,,,"Must register, call for information",None Provided,,,,,,,,Extended Child Care,,,active,,http://www.justkidscenters.com,
11352,3942,3942,,,"Must register, call for information",None Provided,,,,,,,,Summer Camps,,,active,,http://www.justkidscenters.com,
6572,3961,3961,,,"Utility assistance: Must bring proof of household income, photo ID and final shut off or past due notice",None Provided,,,,,,,,Utility Assistance,,,active,,http://www.catholiccharitiescc.org,
20634,3961,3961,,,"Utility assistance: Must bring proof of household income, photo ID and final shut off or past due notice",None Provided,,,,,,,,Children's Clothing,,,active,,http://www.catholiccharitiescc.org,
20633,3961,3961,,,"Utility assistance: Must bring proof of household income, photo ID and final shut off or past due notice",None Provided,,,,,,,,Transitional Housing/Shelter,,,active,,http://www.catholiccharitiescc.org,
