id,location_id,contact_id,organization_id,service_id,number,vanity_number,extension,department,number_type,country_prefix
2308,2308,2308,2307,,786-662-8745,,,,voice,
2316,2316,2316,2307,,786-596-3812,,,,voice,
2318,2318,2318,2307,,786-596-6564,,,,voice,
2321,2321,2321,2307,,786-596-3895,,,,voice,
2327,2327,2327,2307,,305-238-8926,,,,voice,
2329,2329,2329,2307,,786-596-3812,,,,voice,
2330,2330,2330,2307,,786-596-3812,,,,voice,
2331,2331,2331,2307,,786-596-3812,,,,voice,
2336,2336,2336,2307,,786-596-2671,,,,voice,
2339,2339,2339,2307,,786-596-3895,,,,voice,
2340,2340,2340,2307,,786-596-3812,,,,voice,
2341,2341,2341,2307,,786-596-3895,,,,voice,
2342,2342,2342,2307,,786-596-3812,,,,voice,
2343,2343,2343,2307,,786-596-3812,,,,voice,
2345,2345,2345,2307,,786-596-3812,,,,voice,
2351,2351,2351,2351,,786-255-4490,,,,voice,
2352,2352,2352,2351,,786-255-4490,,,,voice,
2353,2353,2353,2351,,786-255-4490,,,,voice,
2360,2360,2360,2360,,800-786-2929,,,,voice,
2362,2362,2362,2362,,786-293-3310,,,,voice,
2364,2364,2364,2364,,305-416-1546,,,,voice,
2372,2372,2372,2364,,305-250-5317,,,,voice,
2383,2383,2383,2383,,786-499-8798,,,,voice,
2389,2389,2389,2389,,305-648-0000,,,,voice,
2391,2391,2391,2391,,239-514-7647,,,,voice,
2399,2399,2399,2399,,305-285-2303,,,,voice,
2403,2403,2403,2399,,305-285-2303,,,,voice,
2404,2404,2404,2399,,305-285-2303,,,,voice,
2408,2408,2408,2408,,239-775-4555,,,,voice,
2409,2409,2409,2408,,239-775-4555,,,,voice,
2410,2410,2410,2410,,305-377-9922,,200.0,,voice,
2413,2413,2413,2410,,305-377-9922,,,,voice,
2414,2414,2414,2410,,305-377-9922,,,,voice,
2420,2420,2420,2420,,305-643-6730,,,,voice,
2421,2421,2421,2420,,305-246-6350,,,,voice,
2422,2422,2422,2420,,305-246-6350,,,,voice,
2423,2423,2423,2420,,305-819-8855,,,,voice,
2426,2426,2426,2420,,305-643-6730,,,,voice,
2429,2429,2429,2429,,954-334-9622,,,,voice,
2432,2432,2432,2429,,305-357-6622,,,,voice,
2437,2437,2437,2429,,305-357-6622,,,,voice,
2439,2439,2439,2429,,305-357-6622,,,,voice,
2441,2441,2441,2429,,305-357-6622,,,,voice,
2446,2446,2446,2429,,305-357-6622,,,,voice,
2451,2451,2451,2429,,305-357-6622,,,,voice,
2452,2452,2452,2429,,305-357-6622,,,,voice,
2453,2453,2453,2429,,305-357-6622,,,,voice,
2454,2454,2454,2429,,305-357-6622,,,,voice,
2455,2455,2455,2429,,305-357-6622,,,,voice,
2459,2459,2459,2429,,305-357-6622,,,,voice,
2460,2460,2460,2460,,305-375-4634,,,,voice,
2462,2462,2462,2462,,305-809-3910,,,,voice,
2474,2474,2474,2474,,786-406-7900,,,,voice,
2475,2475,2475,2474,,786-406-7900,,,,voice,
2476,2476,2476,2476,,305-247-9693,,,,voice,
2478,2478,2478,2476,,305-246-5111,,,,voice,
2484,2484,2484,2484,,305-892-6161,,,,voice,
2485,2485,2485,2484,,305-892-6161,,,,voice,
2486,2486,2486,2486,,305-691-3464,,,,voice,
2487,2487,2487,2486,,305-691-3464,,,,voice,
2488,2488,2488,2488,,305-864-6885,,,,voice,
2489,2489,2489,2488,,305-864-6885,,,,voice,
2490,2490,2490,2488,,305-864-6885,,,,voice,
2491,2491,2491,2488,,305-864-6885,,,,voice,
2492,2492,2492,2492,,305-243-3669,,,,voice,
2493,2493,2493,2492,,305-243-3669,,,,voice,
2494,2494,2494,2492,,305-243-3669,,,,voice,
2495,2495,2495,2495,,305-375-1490,,,,voice,
2496,2496,2496,2495,,877-994-4357,,,,voice,
2497,2497,2497,2497,,305-751-5511,,1123.0,,voice,
2499,2499,2499,2499,,877-644-3222,,,,voice,
2501,2501,2501,2501,,305-294-5611,,,,voice,
2504,2504,2504,2504,,305-685-4881,,,,voice,
2505,2505,2505,2504,,305-685-4881,,,,voice,
2506,2506,2506,2504,,305-685-4881,,,,voice,
2507,2507,2507,2504,,305-685-4881,,228.0,,voice,
2508,2508,2508,2504,,305-685-4881,,,,voice,
2509,2509,2509,2509,,954-471-3372,,,,voice,
2515,2515,2515,2515,,305-385-3761,,,,voice,
2516,2516,2516,2515,,305-385-3761,,,,voice,
2518,2518,2518,2518,,305-292-2333,,,,voice,
2520,2520,2520,2520,,305-858-5550,,,,voice,
2523,2523,2523,2523,,305-852-4246,,,,voice,
2524,2524,2524,2523,,305-852-4246,,,,voice,
2525,2525,2525,2523,,305-292-0999,,,,voice,
2526,2526,2526,2523,,305-852-4246,,,,voice,
2532,2532,2532,2532,,305-233-9325,,,,voice,
2533,2533,2533,2532,,305-233-9325,,,,voice,
2534,2534,2534,2532,,305-233-9325,,,,voice,
2535,2535,2535,2532,,305-233-9325,,,,voice,
2536,2536,2536,2532,,305-233-9325,,,,voice,
2537,2537,2537,2532,,305-233-9325,,,,voice,
2538,2538,2538,2532,,305-233-9325,,,,voice,
2539,2539,2539,2532,,305-233-9325,,225.0,,voice,
2540,2540,2540,2532,,305-233-9325,,,,voice,
2541,2541,2541,2532,,305-233-9325,,,,voice,
2542,2542,2542,2542,,305-294-4603,,,,voice,
2547,2547,2547,2547,,800-346-8477,,,,voice,
2549,2549,2549,2549,,305-625-9630,,,,voice,
2550,2550,2550,2549,,305-625-2978,,,,voice,
2551,2551,2551,2551,,305-755-7903,,,,voice,
2553,2553,2553,2551,,305-692-3079,,,,voice,
2554,2554,2554,2551,,305-752-4966,,,,voice,
2556,2556,2556,2551,,305-248-1527,,,,voice,
2557,2557,2557,2551,,305-835-7987,,,,voice,
2559,2559,2559,2551,,305-633-2044,,,,voice,
2560,2560,2560,2551,,305-207-1644,,,,voice,
2562,2562,2562,2551,,305-274-9666,,,,voice,
2563,2563,2563,2551,,305-254-5856,,,,voice,
2565,2565,2565,2551,,305-694-5121,,,,voice,
2567,2567,2567,2551,,305-235-2053,,,,voice,
2569,2569,2569,2551,,305-226-5782,,,,voice,
2570,2570,2570,2551,,305-835-7987,,,,voice,
2571,2571,2571,2551,,305-622-2594,,,,voice,
2573,2573,2573,2551,,305-694-4889,,,,voice,
2574,2574,2574,2551,,305-380-9106,,,,voice,
2575,2575,2575,2551,,305-222-2194,,,,voice,
2576,2576,2576,2551,,305-235-4503,,,,voice,
2578,2578,2578,2551,,305-247-9453,,,,voice,
2580,2580,2580,2551,,305-233-8769,,,,voice,
2581,2581,2581,2551,,305-635-2081,,,,voice,
2583,2583,2583,2551,,305-944-8670,,,,voice,
2584,2584,2584,2551,,305-207-2420,,,,voice,
2585,2585,2585,2551,,305-621-2461,,,,voice,
2588,2588,2588,2551,,305-247-1553,,,,voice,
2589,2589,2589,2551,,305-385-4750,,,,voice,
2590,2590,2590,2551,,305-932-2164,,,,voice,
2592,2592,2592,2551,,305-380-6917,,,,voice,
2597,2597,2597,2597,,305-412-8440,,,,voice,
2598,2598,2598,2597,,305-412-8440,,3.0,,voice,
2599,2599,2599,2597,,305-412-8440,,,,voice,
2600,2600,2600,2600,,954-832-0060,,,,voice,
2602,2602,2602,2602,,305-442-8306,,1006.0,,voice,
2603,2603,2603,2602,,305-442-8306,,,,voice,
2605,2605,2605,2602,,305-742-8217,,,,voice,
2606,2606,2606,2602,,305-442-8306,,1003.0,,voice,
2607,2607,2607,2602,,305-442-8306,,2001.0,,voice,
2608,2608,2608,2602,,305-442-8306,,,,voice,
2609,2609,2609,2609,,305-595-2969,,,,voice,
2613,2613,2613,2613,,800-221-2141,,,,voice,
2614,2614,2614,2613,,800-977-4121,,,,voice,
2616,2616,2616,2613,,800-977-4121,,,,voice,
2618,2618,2618,2617,,305-373-5437,,141.0,,voice,
2627,2627,2627,2627,,305-279-1155,,,,voice,
2628,2628,2628,2627,,305-575-2103,,,,voice,
2629,2629,2629,2627,,305-279-1155,,,,voice,
2634,2634,2634,2634,,305-593-5343,,,,voice,
2638,2638,2638,2638,,800-963-5337,,,,voice,
2639,2639,2639,2638,,800-963-5337,,,,voice,
2646,2646,2646,2646,,239-775-9447,,106.0,,voice,
2647,2647,2647,2646,,239-775-9447,,106.0,,voice,
2650,2650,2650,2650,,305-243-9080,,,,voice,
2651,2651,2651,2650,,305-243-9080,,,,voice,
2652,2652,2652,2652,,305-673-7491,,,,voice,
2653,2653,2653,2652,,305-673-7491,,,,voice,
2655,2655,2655,2652,,305-673-7491,,,,voice,
2660,2660,2660,2660,,305-756-8050,,,,voice,
2661,2661,2661,2660,,305-756-8050,,,,voice,
2662,2662,2662,2660,,305-756-8050,,,,voice,
2663,2663,2663,2660,,305-756-8050,,,,voice,
2665,2665,2665,2665,,305-325-0470,,,,voice,
2667,2667,2667,2665,,305-325-0470,,,,voice,
2668,2668,2668,2665,,305-325-0470,,,,voice,
2669,2669,2669,2665,,305-325-0470,,,,voice,
2670,2670,2670,2665,,305-325-0470,,,,voice,
2671,2671,2671,2665,,305-547-4745,,,,voice,
2672,2672,2672,2665,,305-887-7370,,,,voice,
2673,2673,2673,2665,,305-325-0470,,,,voice,
2676,2676,2676,2665,,305-325-0470,,,,voice,
2677,2677,2677,2665,,305-325-0470,,,,voice,
2680,2680,2680,2680,,305-637-8337,,,,voice,
2682,2682,2682,2680,,305-637-8337,,,,voice,
2684,2684,2684,2680,,305-637-8337,,,,voice,
2685,2685,2685,2685,,305-774-9570,,,,voice,
2686,2686,2686,2685,,305-774-9570,,,,voice,
2691,2691,2691,2691,,305-284-7500,,7701.0,,voice,
2692,2692,2692,2691,,800-871-5030,,,,voice,
2693,2693,2693,2693,,305-325-1080,,,,voice,
2694,2694,2694,2693,,305-325-1080,,,,voice,
2695,2695,2695,2693,,305-325-1080,,,,voice,
2696,2696,2696,2693,,305-325-1080,,,,voice,
2700,2700,2700,2693,,305-728-7604,,,,voice,
2701,2701,2701,2693,,305-835-9006,,,,voice,
2704,2704,2704,2704,,866-305-7365,,,,voice,
2707,2707,2707,2707,,213-488-4455,,,,voice,
2708,2708,2708,2707,,213-573-9608,,,,voice,
2709,2709,2709,2707,,213-488-4455,,,,voice,
2714,2714,2714,2714,,786-581-7821,,,,voice,
2715,2715,2715,2714,,786-581-7821,,,,voice,
2716,2716,2716,2714,,786-581-7812,,,,voice,
2717,2717,2717,2717,,305-893-0851,,,,voice,
2718,2718,2718,2717,,786-888-4673,,,,voice,
2720,2720,2720,2717,,786-888-5433,,,,voice,
2723,2723,2723,2723,,800-723-3546,,,,voice,
2725,2725,2725,2725,,305-348-7904,,,,voice,
2728,2728,2728,2725,,305-348-7904,,,,voice,
2734,2734,2734,2725,,305-348-7904,,,,voice,
2745,2745,2745,2725,,305-348-7904,,,,voice,
2753,2753,2753,2725,,305-348-7904,,,,voice,
2754,2754,2754,2754,,305-244-6454,,,,voice,
2756,2756,2756,2756,,305-247-3036,,,,voice,
2758,2758,2758,2756,,305-247-5719,,,,voice,
2759,2759,2759,2759,,305-243-6545,,,,voice,
2760,2760,2760,2759,,305-243-8115,,,,voice,
2761,2761,2761,2759,,305-243-4078,,,,voice,
2766,2766,2766,2766,,305-749-8600,,,,voice,
2767,2767,2767,2766,,305-749-8627,,,,voice,
2771,2771,2771,2771,,786-388-3000,,302.0,,voice,
2774,2774,2774,2771,,786-556-7936,,,,voice,
2777,2777,2777,2771,,786-388-3000,,,,voice,
2782,2782,2782,2782,,305-349-1204,,224.0,,voice,
2783,2783,2783,2782,,305-349-1204,,,,voice,
2788,2788,2788,2788,,813-974-2673,,,,voice,
2790,2790,2790,2790,,305-864-5237,,,,voice,
2806,2806,2806,2806,,305-755-6200,,,,voice,
2807,2807,2807,2806,,305-755-6200,,,,voice,
2809,2809,2809,2806,,305-755-6248,,,,voice,
2810,2810,2810,2810,,305-621-3700,,,,voice,
2811,2811,2811,2810,,305-621-3700,,,,voice,
2812,2812,2812,2810,,305-621-3700,,,,voice,
2813,2813,2813,2810,,305-621-3700,,,,voice,
2816,2816,2816,2816,,305-756-5502,,,,voice,
2817,2817,2817,2816,,305-756-5502,,,,voice,
2818,2818,2818,2818,,305-673-7000,,,,voice,
2819,2819,2819,2818,,305-673-7400,,6116.0,,voice,
2822,2822,2822,2822,,305-365-6346,,,,voice,
2825,2825,2825,2825,,305-754-2444,,,,voice,
2827,2827,2827,2825,,305-324-5424,,,,voice,
2828,2828,2828,2825,,305-245-0979,,,,voice,
2829,2829,2829,2825,,305-235-1756,,,,voice,
2830,2830,2830,2825,,305-795-0077,,,,voice,
2835,2835,2835,2825,,305-380-0141,,302.0,,voice,
2840,2840,2840,2825,,305-573-9093,,,,voice,
2842,2842,2842,2825,,305-633-0462,,,,voice,
2843,2843,2843,2825,,305-221-9566,,,,voice,
2845,2845,2845,2825,,305-932-1300,,,,voice,
2846,2846,2846,2825,,305-883-4555,,,,voice,
2848,2848,2848,2825,,305-759-3050,,,,voice,
2850,2850,2850,2825,,305-573-3333,,,,voice,
2851,2851,2851,2825,,305-759-3050,,,,voice,
2852,2852,2852,2825,,305-759-3050,,,,voice,
2853,2853,2853,2825,,305-795-0077,,,,voice,
2855,2855,2855,2825,,305-573-3333,,,,voice,
2856,2856,2856,2856,,800-225-0292,,,,voice,
2857,2857,2857,2856,,800-539-7309,,,,voice,
2858,2858,2858,2858,,305-446-9910,,21.0,,voice,
2859,2859,2859,2858,,305-758-5753,,,,voice,
2860,2860,2860,2858,,305-446-2654,,,,voice,
2861,2861,2861,2858,,305-279-3013,,,,voice,
2862,2862,2862,2858,,305-535-0070,,,,voice,
2866,2866,2866,2866,,866-488-7386,,,,voice,
2867,2867,2867,2866,,866-488-7386,,,,voice,
2868,2868,2868,2868,,786-573-3017,,,,voice,
2870,2870,2870,2870,,305-371-3330,,,,voice,
2872,2872,2872,2872,,305-759-8500,,,,voice,
2874,2874,2874,2872,,305-759-8500,,,,voice,
2875,2875,2875,2872,,305-759-8500,,141.0,,voice,
2876,2876,2876,2872,,305-759-8500,,,,voice,
2877,2877,2877,2872,,305-246-3530,,149.0,,voice,
2879,2879,2879,2872,,305-279-4141,,,,voice,
2880,2880,2880,2872,,305-796-1139,,,,voice,
2885,2885,2885,2872,,305-246-3530,,,,voice,
2891,2891,2891,2891,,305-269-6767,,,,voice,
2892,2892,2892,2891,,305-269-6767,,,,voice,
2894,2894,2894,2891,,305-893-8050,,,,voice,
2895,2895,2895,2891,,305-269-6767,,,,voice,
2896,2896,2896,2896,,305-649-6449,,234.0,,voice,
2897,2897,2897,2896,,305-649-6449,,,,voice,
2898,2898,2898,2896,,305-649-6449,,,,voice,
2899,2899,2899,2896,,305-649-6449,,235.0,,voice,
2900,2900,2900,2896,,305-649-6449,,,,voice,
2901,2901,2901,2896,,305-649-6449,,,,voice,
2902,2902,2902,2896,,305-649-6449,,,,voice,
2903,2903,2903,2896,,305-649-6449,,234.0,,voice,
2904,2904,2904,2896,,305-649-6449,,,,voice,
2905,2905,2905,2905,,305-326-6359,,,,voice,
2907,2907,2907,2907,,305-818-9143,,,,voice,
2909,2909,2909,2907,,305-818-9143,,,,voice,
2910,2910,2910,2907,,305-818-9143,,,,voice,
2911,2911,2911,2907,,305-818-9143,,,,voice,
2912,2912,2912,2907,,305-818-9143,,,,voice,
2913,2913,2913,2907,,305-818-9143,,,,voice,
2914,2914,2914,2907,,305-818-9143,,,,voice,
2915,2915,2915,2907,,305-818-2988,,,,voice,
2916,2916,2916,2907,,305-818-2994,,,,voice,
2918,2918,2918,2907,,305-818-9143,,,,voice,
2919,2919,2919,2907,,305-818-9143,,,,voice,
2923,2923,2923,2923,,305-541-0210,,,,voice,
2924,2924,2924,2923,,305-541-0210,,,,voice,
2925,2925,2925,2923,,305-541-0210,,,,voice,
2929,2929,2929,2929,,877-696-6775,,,,voice,
2930,2930,2930,2929,,800-633-4227,,,,voice,
2933,2933,2933,2933,,954-922-0522,,,,voice,
2935,2935,2935,2935,,305-681-6048,,,,voice,
2936,2936,2936,2935,,305-681-6048,,,,voice,
2937,2937,2937,2937,,305-446-1543,,,,voice,
2939,2939,2939,2939,,305-969-7829,,,,voice,
2943,2943,2943,2943,,954-771-4799,,,,voice,
2944,2944,2944,2943,,954-771-4799,,,,voice,
2945,2945,2945,2943,,954-771-4799,,,,voice,
2946,2946,2946,2943,,954-771-4799,,,,voice,
2949,2949,2949,2949,,305-558-4114,,,,voice,
2950,2950,2950,2949,,305-819-5320,,,,voice,
2953,2953,2953,2949,,305-558-3333,,,,voice,
2954,2954,2954,2949,,305-558-2331,,,,voice,
2956,2956,2956,2956,,786-331-5000,,,,voice,
2957,2957,2957,2956,,786-331-5000,,,,voice,
2958,2958,2958,2956,,786-331-5000,,,,voice,
2959,2959,2959,2956,,786-331-5000,,,,voice,
2960,2960,2960,2956,,786-331-5000,,,,voice,
2961,2961,2961,2956,,786-331-5000,,,,voice,
2963,2963,2963,2956,,786-331-5000,,,,voice,
2964,2964,2964,2956,,786-331-5000,,,,voice,
2965,2965,2965,2956,,786-331-5000,,,,voice,
2966,2966,2966,2956,,786-331-5000,,,,voice,
2967,2967,2967,2956,,786-331-5000,,,,voice,
2968,2968,2968,2956,,786-331-5000,,,,voice,
2969,2969,2969,2956,,786-331-5000,,,,voice,
2970,2970,2970,2956,,786-331-5000,,,,voice,
2971,2971,2971,2956,,786-331-5000,,,,voice,
2972,2972,2972,2956,,786-331-5000,,,,voice,
2973,2973,2973,2956,,786-331-5000,,,,voice,
2974,2974,2974,2956,,786-331-5000,,,,voice,
2975,2975,2975,2956,,786-331-5000,,,,voice,
2976,2976,2976,2956,,786-331-5000,,,,voice,
2977,2977,2977,2956,,786-331-5000,,,,voice,
2978,2978,2978,2956,,786-331-5000,,,,voice,
2979,2979,2979,2956,,786-331-5000,,,,voice,
2980,2980,2980,2956,,786-331-5000,,,,voice,
2981,2981,2981,2956,,786-331-5000,,,,voice,
2982,2982,2982,2956,,786-331-5000,,,,voice,
2983,2983,2983,2956,,786-331-5000,,,,voice,
2984,2984,2984,2956,,786-331-5000,,,,voice,
2985,2985,2985,2956,,786-331-5000,,,,voice,
2986,2986,2986,2956,,786-331-5000,,,,voice,
2987,2987,2987,2956,,786-331-5000,,,,voice,
2988,2988,2988,2956,,786-331-5000,,,,voice,
2989,2989,2989,2956,,786-331-5000,,,,voice,
2990,2990,2990,2956,,786-331-5000,,,,voice,
2991,2991,2991,2956,,786-331-5000,,,,voice,
2992,2992,2992,2956,,786-331-5000,,,,voice,
2993,2993,2993,2956,,786-331-5000,,,,voice,
2994,2994,2994,2956,,786-331-5000,,,,voice,
2995,2995,2995,2956,,786-331-5000,,,,voice,
2996,2996,2996,2956,,786-331-5000,,,,voice,
2997,2997,2997,2956,,786-331-5000,,,,voice,
2998,2998,2998,2956,,786-331-5000,,,,voice,
2999,2999,2999,2956,,786-331-5000,,,,voice,
3000,3000,3000,2956,,786-331-5000,,,,voice,
3001,3001,3001,2956,,786-331-5000,,,,voice,
3002,3002,3002,2956,,786-331-5000,,,,voice,
3003,3003,3003,2956,,786-331-5000,,,,voice,
3004,3004,3004,2956,,786-331-5000,,,,voice,
3005,3005,3005,2956,,786-331-5000,,,,voice,
3006,3006,3006,2956,,786-331-5000,,,,voice,
3007,3007,3007,2956,,786-331-5000,,,,voice,
3008,3008,3008,2956,,786-331-5000,,,,voice,
3009,3009,3009,2956,,786-331-5000,,,,voice,
3010,3010,3010,3010,,305-779-8565,,,,voice,
3012,3012,3012,3012,,301-891-2900,,,,voice,
3019,3019,3019,3019,,202-467-8180,,,,voice,
3025,3025,3025,3025,,305-247-1388,,,,voice,
3028,3028,3028,3028,,305-466-1142,,201.0,,voice,
3033,3033,3033,3033,,305-665-7477,,,,voice,
3037,3037,3037,3037,,305-400-7000,,,,voice,
3038,3038,3038,3037,,305-400-7297,,,,voice,
3041,3041,3041,3041,,305-639-2726,,,,voice,
3043,3043,3043,3043,,954-390-0493,,,,voice,
3044,3044,3044,3043,,954-537-0211,,210.0,,voice,
3045,3045,3045,3045,,305-221-1404,,,,voice,
3046,3046,3046,3045,,305-221-1404,,,,voice,
3048,3048,3048,3048,,305-460-5762,,,,voice,
3057,3057,3057,3057,,786-402-3685,,,,voice,
3058,3058,3058,3057,,786-402-3685,,,,voice,
3069,3069,3069,3069,,305-585-6000,,,,voice,
3072,3072,3072,3069,,305-585-1111,,,,voice,
3075,3075,3075,3069,,786-466-3000,,83000.0,,voice,
3076,3076,3076,3069,,305-585-1111,,,,voice,
3085,3085,3085,3069,,305-585-1111,,,,voice,
3086,3086,3086,3069,,305-324-4357,,,,voice,
3087,3087,3087,3069,,305-585-5225,,,,voice,
3088,3088,3088,3069,,305-585-1111,,,,voice,
3089,3089,3089,3069,,305-585-1111,,,,voice,
3091,3091,3091,3069,,305-585-1111,,,,voice,
3093,3093,3093,3069,,305-585-7273,,,,voice,
3094,3094,3094,3094,,239-262-7227,,,,voice,
3101,3101,3101,3101,,305-646-7220,,,,voice,
3110,3110,3110,3110,,305-371-8300,,,,voice,
3119,3119,3119,3119,,305-438-0556,,,,voice,
3120,3120,3120,3119,,305-438-0556,,,,voice,
3126,3126,3126,3126,,855-222-5542,,,,voice,
3127,3127,3127,3126,,855-222-5542,,,,voice,
3130,3130,3130,3130,,800-743-7352,,,,voice,
3139,3139,3139,3139,,954-964-1660,,,,voice,
3141,3141,3141,3141,,850-245-4444,,,,voice,
3142,3142,3142,3141,,850-488-0595,,,,voice,
3145,3145,3145,3145,,305-631-7600,,7632.0,,voice,
3146,3146,3146,3145,,305-631-7600,,,,voice,
3150,3150,3150,3150,,305-573-4871,,,,voice,
3151,3151,3151,3150,,305-573-4871,,,,voice,
3157,3157,3157,3157,,813-972-2250,,,,voice,
3163,3163,3163,3163,,703-684-7722,,,,voice,
3168,3168,3168,3168,,305-548-3360,,1822.0,,voice,
3170,3170,3170,3170,,305-246-2400,,,,voice,
3172,3172,3172,3172,,305-499-8743,,,,voice,
3173,3173,3173,3172,,305-371-9330,,,,voice,
3175,3175,3175,3175,,800-345-4372,,220.0,,voice,
3177,3177,3177,3175,,305-274-7411,,,,voice,
3178,3178,3178,3178,,800-442-4673,,,,voice,
3180,3180,3180,3180,,305-981-3232,,,,voice,
3190,3190,3190,3190,,800-813-4673,,,,voice,
3191,3191,3191,3190,,800-813-4673,,,,voice,
3192,3192,3192,3192,,786-469-2060,,,,voice,
3196,3196,3196,3196,,877-438-4338,,,,voice,
3197,3197,3197,3196,,877-438-4338,,,,voice,
3198,3198,3198,3198,,888-825-5249,,,,voice,
3199,3199,3199,3198,,866-728-4368,,,,voice,
3206,3206,3206,3206,,212-629-3322,,,,voice,
3208,3208,3208,3208,,800-522-4700,,,,voice,
3210,3210,3210,3210,,919-361-8400,,,,voice,
3212,3212,3212,3212,,415-355-0003,,,,voice,
3213,3213,3213,3212,,888-843-4564,,,,voice,
3214,3214,3214,3214,,305-231-9936,,,,voice,
3216,3216,3216,3214,,305-231-9936,,,,voice,
3217,3217,3217,3214,,305-231-9936,,222.0,,voice,
3222,3222,3222,3222,,305-693-0232,,242.0,,voice,
3229,3229,3229,3229,,888-540-5437,,,,voice,
3230,3230,3230,3229,,877-506-0578,,,,voice,
3231,3231,3231,3229,,888-540-5437,,,,voice,
3232,3232,3232,3229,,888-352-5437,,,,voice,
3233,3233,3233,3229,,888-540-5437,,,,voice,
3238,3238,3238,3238,,727-479-1800,,3066.0,,voice,
3239,3239,3239,3238,,305-275-1930,,,,voice,
3240,3240,3240,3238,,305-275-1930,,107.0,,voice,
3241,3241,3241,3241,,202-872-0888,,,,voice,
3242,3242,3242,3241,,800-677-1116,,,,voice,
3243,3243,3243,3243,,305-463-7468,,105.0,,voice,
3245,3245,3245,3243,,305-463-7468,,105.0,,voice,
3252,3252,3252,3252,,305-668-5900,,,,voice,
3254,3254,3254,3252,,305-668-5900,,224.0,,voice,
3255,3255,3255,3252,,305-668-5900,,224.0,,voice,
3256,3256,3256,3256,,305-443-1234,,,,voice,
3257,3257,3257,3256,,305-443-1234,,,,voice,
3258,3258,3258,3256,,305-667-2664,,,,voice,
3259,3259,3259,3259,,305-759-1155,,,,voice,
3260,3260,3260,3259,,305-759-1155,,,,voice,
3261,3261,3261,3259,,305-759-1155,,,,voice,
3262,3262,3262,3259,,305-759-1155,,,,voice,
3263,3263,3263,3263,,305-640-9881,,34.0,,voice,
3264,3264,3264,3263,,305-640-9881,,,,voice,
3265,3265,3265,3263,,305-640-9881,,,,voice,
3266,3266,3266,3263,,305-640-9881,,,,voice,
3271,3271,3271,3271,,305-447-8373,,,,voice,
3272,3272,3272,3271,,305-447-8373,,,,voice,
3273,3273,3273,3271,,305-447-8373,,,,voice,
3274,3274,3274,3274,,305-646-7229,,,,voice,
3276,3276,3276,3274,,305-646-7229,,,,voice,
3279,3279,3279,3279,,727-369-8500,,,,voice,
3280,3280,3280,3279,,305-644-0335,,,,voice,
3281,3281,3281,3279,,305-644-0335,,,,voice,
3282,3282,3282,3279,,305-644-0335,,,,voice,
3285,3285,3285,3285,,800-782-2878,,,,voice,
3287,3287,3287,3287,,305-623-9937,,,,voice,
3289,3289,3289,3289,,239-775-3862,,,,voice,
3293,3293,3293,3289,,239-775-3862,,,,voice,
3298,3298,3298,3289,,239-775-1101,,,,voice,
3304,3304,3304,3304,,954-973-9502,,,,voice,
3308,3308,3308,3308,,305-284-4265,,,,voice,
3310,3310,3310,3308,,305-284-4265,,,,voice,
3311,3311,3311,3311,,866-254-6428,,,,voice,
3314,3314,3314,3314,,305-252-3328,,8119.0,,voice,
3315,3315,3315,3314,,305-252-3328,,,,voice,
3316,3316,3316,3316,,800-422-4453,,,,voice,
3317,3317,3317,3316,,800-422-4453,,,,voice,
3318,3318,3318,3318,,305-823-5000,,,,voice,
3321,3321,3321,3318,,305-823-5292,,,,voice,
3322,3322,3322,3322,,305-825-7770,,,,voice,
3334,3334,3334,3334,,305-635-1335,,,,voice,
3336,3336,3336,3336,,305-573-6885,,,,voice,
3337,3337,3337,3336,,305-573-6885,,,,voice,
3338,3338,3338,3338,,305-547-6800,,,,voice,
3340,3340,3340,3338,,305-547-6800,,,,voice,
3341,3341,3341,3338,,305-547-6800,,,,voice,
3343,3343,3343,3343,,305-559-8838,,,,voice,
3344,3344,3344,3343,,305-559-8838,,,,voice,
3348,3348,3348,3348,,305-668-9000,,410.0,,voice,
3349,3349,3349,3348,,954-581-3370,,410.0,,voice,
3350,3350,3350,3350,,305-638-5878,,1.0,,voice,
3352,3352,3352,3350,,305-638-5878,,1.0,,voice,
3357,3357,3357,3357,,305-982-5077,,,,voice,
3359,3359,3359,3359,,786-257-5321,,,,voice,
3361,3361,3361,3359,,305-377-5055,,,,voice,
3362,3362,3362,3359,,786-257-5352,,,,voice,
3363,3363,3363,3359,,305-377-5055,,,,voice,
3367,3367,3367,3359,,866-762-2237,,,,voice,
3369,3369,3369,3359,,866-762-2237,,,,voice,
3372,3372,3372,3359,,866-762-2237,,,,voice,
3374,3374,3374,3359,,866-762-2237,,,,voice,
3375,3375,3375,3359,,866-762-2237,,,,voice,
3381,3381,3381,3359,,305-377-5068,,,,voice,
3382,3382,3382,3359,,305-377-5055,,,,voice,
3383,3383,3383,3359,,800-962-2873,,,,voice,
3384,3384,3384,3359,,786-257-5207,,,,voice,
3385,3385,3385,3385,,888-467-3782,,,,voice,
3386,3386,3386,3385,,800-874-7245,,,,voice,
3390,3390,3390,3390,,305-375-1492,,,,voice,
3392,3392,3392,3392,,305-642-9889,,,,voice,
3394,3394,3394,3394,,786-402-8771,,,,voice,
3398,3398,3398,3398,,800-891-0707,,,,voice,
3399,3399,3399,3398,,800-891-0707,,,,voice,
3400,3400,3400,3398,,800-891-0707,,,,voice,
