id,name,alternate_name,description,email,website,legal_status,tax_status,tax_id,date_incorporated,accreditations,funding_sources,licenses
3656,SUNRISE COMMUNITY,,"A private, non-for-profit organization whose mission is to provide people with disabilities the assistance and support necessary to enable them to live valued lives in the community.\n\nServices Include:\n* Adult Day Training\n* Companion Services\n* In-Home Support Services\n* ICF/DD (Intermediate Care Facility for the Developmentally Disabled)\n* Residential Habilitation\n* Respite Care\n* Supported Employment",,http://www.sunrisegroup.org,,,,,,,
3665,"WORLD RELIEF, INC.",,"World Relief's Miami office helps refugees from numerous troubled nations, including Cuba, Haiti, Venezuela, Colombia and Nicaragua. Works closely with local churches to help refugees find employment. The goal is rapid self-sufficiency and paying taxes not on-going public assistance. Offers education and outreach services to combat the modern day slavery known as Human Trafficking that the poor can easily fall into.",,http://www.wr.org,,,,,,,
3669,ASSOCIATION OF REPRODUCTIVE HEALTH PROFESSIONALS,ARHP,"ARHP brings together health care professionals across disciplines and specialties for evidence-based training and network building. Our members define sexual and reproductive health in broad terms and recognize that the best care is delivered through a team of professionals partnering with an informed patient. ARHP delivers on our educational mission by translating good science into practice through producing accredited, peer-reviewed programs.\n\n###MON###\n###COL###",,http://www.arhp.org,,,,,,,
3671,HEALTH CARE NETWORK OF SOUTHWEST FLORIDA,"COLLIER HEALTH SERVICES, INC.","Health Care Network of Southwest Florida provides primary medical and dental care, including pediatrics. There are several offices located throughout Collier County, with one pediatric dental office that offers advanced services such as sedation and hospital based dentistry.\n\n###COL###",,http://www.healthcareswfl.org,,,,,,,
3702,"UNIVERSAL MORTGAGE AND FINANCE, INC.",,"Universal Mortgage and Financial offers FHA reverse mortgages for homeowners who are 62 years and older to access the equity in their homes without ever having to make a mortgage payment. A Reverse Mortgage can be used to supplement their income, cover health care expenses, and pay off existing debt. The loan becomes due when the homeowner no longer occupies the property or passes away. At this time the homeowner's family is responsible to sell the property or refinance the property to pay off the debt. The family has one year to accomplish task.",,http://umafi.com/,,,,,,,
3732,"READ 2 SUCCEED, INC.",,"Read2Succeed is a 501 (c) (3) non-profit organization created to provide children the necessary tools and resources to achieve academic success. Read2Succeed programs are designed to improve children's academic performance and enhance the well-being of families by helping them reach self-sufficiency.  \n\nPrograms roster includes an After-School Educational Enrichment Program (I 2 Can Succeed), Tutoring Services, Adult Literacy and Civic Education Program and a Family Education and Empowerment Program.",,http://www.r2succeed.org,,,,,,,
3787,CITY OF SWEETWATER,,The City of Sweetwater City Hall provides many services to its residents and others in need.,,http://cityofsweetwater.fl.gov/,,,,,,,
3789,FLORIDA 411 SUNCOM,,Provides information about governmental agencies and facilitates access to appropriate state sponsored programs. Dial 411 or 866-693-6748.\r\n\r\n###MON###\r\n###COL###,,http://411.myflorida.com/apps/411/tel411.public_411,,,,,,,
3791,"ROZALYN H. PASCHAL, M.D., P.A.",,"Rozalyn H. Paschal Community Health Trust provides pediatric services for children ages 0-18 including preventative care, vaccinations and sick care services.",,http://www.rhpaschalmd.com/home.html,,,,,,,
3796,MIAMI HERALD,,"The Miami Herald is a source of news, information and innovative marketing solutions in the community. Also publishes articles in Spanish in El Nuevo Herald. Services residents of Miami-Dade, Broward and Monroe counties in South Florida.\r\n\r\n###MON###",,http://www.miamiherald.com,,,,,,,
3798,NATIONAL RESOURCE CENTER ON DOMESTIC VIOLENCE,,"The NRCDV engages with and learns from, informs and supports systems, organizations, communities, and individuals to strengthen capacity to effectively address domestic violence and intersecting issues.\n\n###COL###\n###MON###",,http://www.nrcdv.org,,,,,,,
3804,U.S. DEPARTMENT OF HOMELAND SECURITY,,"The Department of Homeland Security has a vital mission: to secure the nation from the many threats we face. This requires the dedication of more than 240,000 employees in jobs that range from aviation and border security to emergency response, from cyber security analyst to chemical facility inspector. The goal is to keep America safe.\n\n###MON###\n###COL###",,http://www.dhs.gov/,,,,,,,
3806,UNITED STATES DEPARTMENT OF JUSTICE,DOJ,The U.S. Department of Justice enforces the law and defends the interests of the United States according to the law; ensures public safety against threats foreign and domestic; provides federal leadership in preventing and controlling crime; seeks just punishment for those guilty of unlawful behavior; and ensures fair and impartial administration of justice for all Americans.\n\n###MON###\n###COL###,,http://www.justice.gov/,,,,,,,
3809,"FLORIDA INTERNATIONAL ACADEMY, INC.",,"Florida International Academy will utilize a holistic educational program in a small-school setting to address areas of need for each student. Areas of critical need tend to include basic reading, mathematics, science, and writing skills. Small class sized setting along with Classworks (Computerized Program) and READ 180 (Computerized Program) will assist students to learn at their own pace. All Instructional staff are certified in the particular subject area being taught. There are also Counselors on staff to assist students and their families in group and individual therapy sessions.",,http://www.fiacs.org/,,,,,,,
3812,"GREATER FELLOWSHIP MBC EXTENDED HANDS MINISTRY, INC.",None,"Certified non-profit organization which provide fresh groceries and nutritious produce commodities to low income residents in the community who are in need, as well as referrals for clothing assistance for individuals and families in crisis, to move from a place of instability to a place of self-sufficiency.",,http://www.greaterfellowshipmbc.net,,,,,,,
3814,U.S. POSTAL INSPECTION SERVICE,,"Crimes within the purview of postal investigations include: mail fraud, the illegal transmission of controlled substances through the U.S. Mail, the mailing of child pornography, bombs or matters containing poison, unauthorized concealable firearms, harmful or prohibited articles, theft of mail or postal valuables and assaults on postal employees.",,http://www.usps.com/postalinspectors,,,,,,,
3816,FEDERAL BUREAU OF INVESTIGATION (FBI),,"The F.B.I. is the primary federal agency responsible for investigating violations of federal law, protecting the nation from terrorist and foreign intelligence activities, and providing leadership and law enforcement assistance to federal, state, local and international agencies. Priorities of the FBI include: \n\n* Protecting the United States from terrorists attack, foreign intelligence operations and espionage\n* Protecting the nation against cyber-based attacks and high technology crimes\n* Combating public corruption\n* Protecting civil rights\n* Combating transnational and national criminal organizations\n* Investigating major white-collar and violent crimes.",,http://www.fbi.gov/miami/,,,,,,,
3818,FLORIDA HIGHWAY PATROL,,The Florida Highway Patrol is responsible for patrolling all interstate highways and state roads. They enforce state and local traffic ordinances and respond to all incidents on highways and state roads. The patrol is also charged with investigating accidents and criminal occurrences.,,http://www.fhp.state.fl.us,,,,,,,
3822,CENTERS FOR DISEASE CONTROL AND PREVENTION,CDC,The Centers for Disease Control and Prevention (CDC) is the national public health institute of the United States.\r\n\r\n###MON###\r\n###COL###,,http://www.cdc.gov/,,,,,,,
3824,AT&T,,"AT&T offers phone service for landlines, mobile phones, and internet. In addition it sponsors the Lifeline Program (Low-income phone service).\n\n\n###MON###\n###COL###",,http://www.att.com/,,,,,,,
3826,MIAMI-DADE COUNTY TAX COLLECTOR,M-DC TAX COLLECTOR,"Collects and distributes real property taxes, tourist development taxes, auto tag issuances and renewals, vessel licenses and sports licenses for fishing and hunting. Provides recorded information regarding real estate taxes, tangible business property taxes, and delinquent and current tax payments.",,http://www.miamidade.gov/taxcollector/,,,,,,,
3829,MIAMI-DADE COUNTY ELECTIONS DEPARTMENT,MD-C ED,"The Elections Department, under the direction of the Supervisor of Elections, administers, prepares, conducts and tabulates in a correct, uniform and impartial manner all Federal, State, County and Municipal elections in accordance with Florida Statutes. The Department also provides election services and assistance to municipalities, School Districts, and Special Taxing Districts of Miami-Dade County.",,http://www.miamidade.gov/elections,,,,,,,
3835,SOUTHERN WINDS HOSPITAL,,"This is a 72-bed free standing psychiatric hospital. The hospital is comprised of three adult inpatient units and offers a separate 18 bed unit for adolescents requiring short-term, acute care for psychiatric disorders. The treatment team of psychiatrists, psychologists, medical specialists, addiction counselors, psychiatric social workers, nurses, counselors and educational specialists provide a full range of services.",,http://westchestergeneralhospital.com/southern-winds-hospital/,,,,,,,
3921,"OUR KIDS OF MIAMI-DADE/MONROE, INC.",,"The mission of Our Kids is to oversee and lead a coordinated system of care delivering excellence to abused, abandoned and neglected children and their families in Miami-Dade and Monroe countries.\n\n###MON###",,http://www.ourkids.us,,,,,,,
3927,UNITED WAY OF LEE COUNTY,,"The United Way of Lee, Hendry, and Glades Counties is a volunteer organization dedicated to improving the quality of life for all people in our community. This is accomplished through fundraising, fund distribution, community building, volunteer advancement, and information and referral.",,http://www.unitedwaylee.org,,,,,,,
3929,"THE CRISIS CENTER OF TAMPA BAY, INC.",,"Provides free crisis counseling along with useful information and referral for various agencies throughout the community 24 hours a day, 365 days a year.",,http://crisiscenter.com/contact-us.aspx,,,,,,,
3931,HEART OF FLORIDA UNITED WAY 2-1-1,,"Looking for affordable housing, quality day care or utility assistance? Are you dealing with a personal crisis, struggling with thoughts of suicide or seeking help with an aging parent?\n\nSimply dial, 2-1-1, United WayGÇÖs free, 24-hour information and referral helpline which links people in need with assistance from more than 2,000 local health and human service programs. Staffed 24-hours per day by caring, highly trained, multilingual operators, 2-1-1 is your connection to finding help.",,http://www.hfuw.org,,,,,,,
3941,"JUST KIDS CENTERS, INC.",,"Just Kids Center's mission is the integral formation of our children in areas such as the physical, social, intellectual and emotional development basing ourselves in an academic program that has all the high quality components of Early Childhood Education standards. Just Kids Center provides day care and after school care.",,http://www.justkidscenters.blogspot.com,,,,,,,
3949,"KNOWLEDGE BUILDERS OF FLORIDA, INC.",,"Knowledge Builders of Florida, Inc. mission is to develop and implement high-quality, innovative programming and services that are outcome-focused, cost-effective, and specifically designed to improve the quality of life for underprivileged youth and their families within the communities we serve.",,http://kb-florida.org,,,,,,,
3960,"CATHOLIC CHARITIES OF COLLIER COUNTY, INC.",,"Since 1968 Catholic Charities of Collier County has been providing effective social services to men, women and children in need in our community. Our mission is to fight poverty, strengthen families and build communities. We do so through a myriad of programs which are intended to ensure human dignity and enhance the quality of life for all persons regardless of race, creed, color or religious affiliation. Catholic Charities of Collier County provides services to individuals, couples, children, families, single parents, non-custodial families, refugees, migrant farm workers, and many others in need of specific assistance. Assistance includes counseling, disaster response, food pantries, Haitian and Hispanic outreach, immigration services, migrant assistance, mentoring and after-school tutoring, refugee services, and School on Wheels.\n\n###COL###",,http://www.catholiccharitiescc.org,,,,,,,
3965,"DEAF SERVICE CENTER OF SOUTHWEST FLORIDA, INC.",Deaf & Hard of Hearing Center (DHHC),"Deaf Service Center (DSC) of Southwest Florida provides a wide range of services to deaf and hard of hearing children and adults. Services include information and referral services, outreach presentations, sign language classes, baby sign classes, family education, telephone equipment loan, interpreting services, workshops, advocacy, lending library, adaptive equipment sales and support groups. Also provides support for families, friends, neighbors, employers and co-workers.\r\n\r\n###COL###",,http://www.dsc.us,,,,,,,
3967,WOMEN'S FUND OF MIAMI DADE,,"Women-Æs Fund believes that all women and girls have the right to equality, safety, opportunity and self-determination in every aspect of their lives. We recognize our role as a leader in this community by working to achieve these principles through our grant making, advocacy, and community building.",,http://www.womensfundmiami.org,,,,,,,
3969,"THE COALITION OF IMMOKALEE WORKERS, INC.",,"Coalition of Immokalee Workers provide community organizing for fair wages and working conditions for farmworkers; workers' rights education; recovery of back wages, peer counseling and assistance for survivors of human trafficking; referrals to agencies and assistance navigating agencies; cooperative staple food store at cost and community radio station broadcasting community service information.\r\n\r\n###COL###",,http://www.ciw-online.org,,,,,,,
3971,"ONE BLOOD, INC.","Formerly COMMUNITY BLOOD CENTERS OF SOUTH FLORIDA, INC.","On January 27, 2012 three of FloridaGÇÖs independent, not-for-profit blood centers, Community Blood Centers of Florida, Inc. (CBCF), FloridaGÇÖs Blood Centers, Inc. (FBC) and Florida Blood Services, Inc. (FBS) came together in a merger of equals and OneBlood, Inc. was established.\n\nA blood center that provides safe, available and affordable blood to hospital partners and their patients.\n\nThe service area of OneBlood includes the Tampa Bay area, South and Southeast Florida, the Orlando-metro area and surrounding Central Florida counties, parts of Southwest Florida, Pensacola and Tallahassee and some parts of Southern Georgia and Alabama.",,http://www.oneblood.org,,,,,,,
3973,FLORIDA STATE UNIVERSITY CENTER FOR PREVENTION AND EARLY INTERVENTION POLICY,FSU,"The FSU Center focuses on infants, toddlers, and their families in the areas of infant mental health, quality child care and home visiting. The FSU Center provides direct services through various grants and State or Federally funded projects to vulnerable families with young children. In Miami-Dade County, this includes training opportunities for child care providers and services to teen mothers and their children in the Juvenile Court.",,http://www.cpeip.fsu.edu,,,,,,,
3979,"MIAMI-DADE FAMILY LEARNING PARTNERSHIP, INC.",,"The Miami Dade Family Learning Partnership, a 501 (c)(3) organization dedicated to families and children in our community. The Family Learning Partnership collaborates with community agencies and institutions to improve child and family well-being. The work focuses on family and adult literacy, family support, child welfare, literacy training and research. The Partnership serves as the literacy coalition for Miami Dade County.",,http://www.teachmorelovemore.org,,,,,,,
3982,"CURLEY'S HOUSE OF STYLE, INC.",,"CurleyGÇÖs House of Style, Inc. / Hope Relief Food Bank is a grass roots 501 (c) 3 non-profit organization established in August 2001. Our mission is to improve the quality of life for low-to-moderate income individuals and families, the elderly, the homebound , the abused, HIV/AIDS infected, youth, and youth-at-risk by providing bulk food product to these needy residents and serving as a neighborhood outreach ministry. Services approximately 1,000 clients weekly by providing them with bulk food products, nutritional flyers on diabetes, high blood pressure, job vacancies and sponsor financial education and literacy seminars.",,http://www.curleyshouseinc.org/,,,,,,,
3984,NICE KIDS LLC.,Anolan D Arias Family Day Care Home,"Provides before and after school care, full day care, night care, and weekend care on a case by case basis.",,,,,,,,,
3988,"MIAMI BEACH COMMUNITY DEVELOPMENT CORPORATION, INC.",,"Miami Beach Community Development Corporation seeks to enhance community life and neighborhood revitalization through a comprehensive community development programs that pursues and balances historic preservation and urban design, affordable housing and economic vitality and increasing job opportunity, and support for a diverse, eclectic and successful neighborhood social fabric.",,http://www.miamibeachcdc.org,,,,,,,
3990,"I SMILE, INC.",INSTITUTE FOR SPECIAL MINDS INTERACTING IN A LEARNING ENVIRONMENT,"I SMILE is an Institute for Special Minds Interacting in a Learning Environment. The goal is to help children with disabilities discover their true abilities and is given the opportunity to reach their greatest potential. The institute began to help parents with young children with Autism. Since early intervention plays an important role, we enroll children as young as 2 years old to receive Applied Behavior Analysis services. Specifically verbal behavior services. There is a low teacher to student ratio of 2-1. Children follow their individualized program which addressed their particular needs.",,http://www.ismileflorida.org,,,,,,,
3994,2-1-1 VOLUSIA-FLAGLER,,Provides information and referral for citizens of Volusia and Flagler Counties about available community services in the area.,,http://www.unitedway-vfc.org,,,,,,,
4000,"LICE CLEANIQUE, LLC.",,"Our Certified Medical Staff are fully trained to identify and provide safe and effective removal of Pediculosis humanus capitis (Head Lice). Thorough head lice screenings and comprehensive head lice removal is our expertise; we stand by our work: guaranteeing your child will be lice free for school or work admittance right after your first visit to our clinic.\n\nIf a House Call is needed, our traveling certified medical staff will save you time and money due to diagnostic confusion, misinformation, unreliable treatments and methods; most importantly our staff will assure you and/ or your family a safe and effective removal of head lice.",,http://www.licecleanique.com,,,,,,,
4009,"MIAMI HEART RESEARCH INSTITUTE, INC.",,"MHRI is an independent public charity under Internal Revenue Code section 501(c)(3) with the mission to stop heart disease through research, education and prevention. MHRI is highly regarded in the medical community for its pioneering work in the study of heart disease and its risk factors. The Research Division aggressively employs a unique blend of scientific and clinical research in studying the causes, effects and prevention of coronary heart disease. Prevention and education programs are provided to both the medical and lay community. Main purpose of the MHRI is to fund research studies.",,http://www.floridaheart.org,,,,,,,
4017,"CARING FOR MIAMI, INC.",,"Caring For Miami exists to improve the lives of children and families in Miami-Dade County through professional counseling, as well as free health screenings and dental services provided by the Mobile Health Unit.",,http://www.caringformiami.org,,,,,,,
4030,"OUR LITTLE ONES, INC.",,"Our Little Ones offers year round developmentally-appropriate early education services utilizing best practices to maximize age appropriate social, emotional, cognitive and physical development for children six weeks to five years with and without physical disabilities and special needs. The program works with collaborative partners to offer each child medical, dental, vision, nutritional screenings and provide to each family parenting skills workshops, social service support and individual intervention.",,http://www.ourlittleones.biz,,,,,,,
4032,NARCOTICS ANONYMOUS,,Narcotics Anonymous works to ensure that every addict in the world has the chance to experience our message in his or her own language and culture and find the opportunity for a new way of life. \r\n\r\n###MON###\r\n###COL###,,https://www.na.org/,,,,,,,
4051,"FOUNDATION OF COMMUNITY ASSISTANCE AND LEADERSHIP, INC.",FOCAL,"Provides classes and activities designed to enhance students academic achievements, improve social sills, promote healthy lifestyles and expose students to a wide variety of technology and creative art options. The collaboration with the City of Miami Park Department allows FOCAL to provide tutoring, mentors, educational and recreational activities, cultural awareness, and knowledge of and access to computers and social services in a park setting that is fun for participants.",,http://miamifocal.com,,,,,,,
4074,"TOUCHING MIAMI WITH LOVE MINISTRIES, INC.",,Touching Miami with Love has been empowering the families of Overtown since 1995. The children and youth of our community need a safe haven from the negative influences and a place to develop essential life skills. Providing a sense of home and supplying the tools and support needed to be a strong family.,,http://www.touchingmiamiwithlove.org,,,,,,,
4077,"COMMUNITY OUTREACH RESOURCE CENTER, INC.",FIRST ASSEMBLY OF GOD,"Provides groceries for individuals who are in need. Services are provided two times a year, or in extreme distress.",,,,,,,,,
4089,"MUSEUM OF CONTEMPORARY ART, INC.",MOCA,"The Museum of Contemporary Art (MOCA) is dedicated to making contemporary art accessible to diverse audiences GÇô especially underserved populations GÇô through the collection, preservation and exhibition of the best of contemporary art and its art historical influences.",,http://www.mocanomi.org,,,,,,,
4110,LEGAL SERVICES - MAIN OFFICE,LSGMI,"Legal Services of Greater Miami, Inc. (LSGM) provides free legal advice, referral, and representation in the areas of public and subsidized housing, homeownership issues (including mortgage foreclosure), public benefits (food stamps, cash assistance, Medicaid and Social Security disability), reemployment assistance, federal income tax, special education issues, and community economic development. Special projects to help the homeless, children, and people with AIDS. Community Legal Education and ""pro se"" clinics.\n\nDoes not provide assistance in criminal, divorce, or custody issues. Operator can refer to another South Florida Legal Provider who may be able to help.",,http://www.lsgmi.org,,,,,,,
4120,"BREAKTHROUGH MIAMI, INC.",,"Breakthrough Miami is an eight-year academic enrichment program. During the eight years, student attend an academic six-week program over the summer. Throughout the school year, services include a Saturday program and field trips. Students must apply for the program as a fourth or fifth grade student.",,http://www.breakthroughmiami.org,,,,,,,
4126,"KIDS PARADISE CHILDCARE & LEARNING CENTER, INC.",,"Kids Paradise is a for-profit organization that provides services to children 0-12 years old year round. After school and summer camp programs are available to all children ages 5-12 years of age. We provide after school tutoring, daily homework assistance and social skills to the children at our program. Nutritional snacks are provided on a daily basis.",,http://kidsparadisechildcareinfo.com,,,,,,,
4131,FEDERAL EMERGENCY MANAGEMENT AGENCY,FEMA,"The Federal Emergency Management Agency coordinates the federal government's role in preparing for, preventing, mitigating the effects of, responding to, and recovering from all domestic disasters, whether natural or man-made, including acts of terror.\n\n###COL###\n###MON###",,http://www.fema.gov,,,,,,,
4169,PREGNANCY HELP MEDICAL CLINICS,,"Pregnancy Help Medical Clinic provides assistance and education to women and couples with a crisis pregnancy. They provide options with their crisis. Services consist of pregnancy tests, ultrasound, counseling, parenting classes, plan of adoption, character development, medical referral, abortion recovery and much more. All services are free and strictly confidential.",,http://www.pregnancyhelpclinics.org,,,,,,,
4182,"THE CHILDREN'S BEREAVEMENT CENTER, INC.",,"Provides comprehensive bereavement support, education and resource center for children (kindergarten - college age) and their families who have suffered a loss due to death. CBC provides peer support groups for children, teens and young adults; and concurrent education, support and advocacy groups for their families.",,http://www.childbereavement.org,,,,,,,
4188,WILLIE THE BEE MAN,,Willie the Bee Man specializes in all types of bee removal.\n\n###MON###,,http://www.williethebeeman.com/,,,,,,,
4190,"A SAFE HAVEN FOR NEWBORNS, INC.",The Gloria M. Silverio Foundation,"""Safe Haven"" is a safety net for both the mother and the newborn infant. It allows mothers, fathers or whoever is in possession of an unharmed newborn, approximately seven days old or less, to leave them at Safe Havens: any hospital, staffed fire rescue station, or staffed emergency medical service station, with no questions asked, totally anonymous, free from fear of prosecution. A Safe Haven for Newborns is dedicated to reaching pregnant girls and mothers before they reach the crisis stage, assisting them as they make their decision in the best interest of their baby and themselves. A Safe Haven for Newborns services the entire state of Florida.\r\n\r\n###COL###\r\n###MON###",,http://www.asafehavenfornewborns.com,,,,,,,
4194,"BEST CARE NURSES REGISTRY, INC.",,"Best Care is a private, state-licensed Nurses Registry that refers high-quality, personalized home-health caregivers. Best CareGÇÖs mission is to refer caregivers who provide comprehensive, quality health care, to individuals in their own homes.",,http://www.bestcare.net,,,,,,,
4196,"EN FAMILIA, INC.",,"En Familia provides effective parenting skills training, nurturing parenting programs for the court system, educational support programs for parents and children at school, art education, family education curriculum development, marriage preparation and enrichment, domestic violence and child abuse prevention, healing sessions for families and promoting responsible fatherhood programs.",,http://www.enfamiliainc.org,,,,,,,
4205,LOJACK SAFETYNET,,"Lojack SafetyNet provides personal locator bracelets for persons at risk of wandering or becoming lost. The bracelets can be worn 24 hours a day, 7 days a week, are waterproof and are for persons of any age. The bracelet operates on frequencies allowing quick communication to law enforcement of a lost individual and the search will begin to find them.",,http://www.lojacksafetynet.com,,,,,,,
4213,"LACANIAN PSYCHOANALYTIC TREATMENT NETWORK, INC.",,"Lacanian Psychoanalytic Treatment Network (LPTN) offers psychoanalytic and psychotherapeutic treatment at affordable fees for the low-income population of Miami-Dade County. LPTN serves individuals, couples and families in need of treatment for a wide range of mental health disorders through a network of private practices located throughout the Miami metropolitan area. LPTN's clinicians are experienced and skillful in the treatment of disorders and issues such as depression, anxiety, panic attacks, autism, ADHD, phobias, learning disabilities, identity crisis, generalized acting-out and disruptive behaviors.\n\n**Client must first call to make an appointment and will be referred to the one of the networks nearest office. Do not refer to the main address listed.**",,http://www.nel-miami.org/lptn_home.htm,,,,,,,
4218,"WEST MIAMI CMHC, INC.",,"West Miami CMHC provides mental health evaluations, substance abuse psychological assessments, anger management, domestic violence counseling (Batterer's Intervention Program), DUI counseling, marriage counseling, psychiatric evaluation and consultation, individual, family and group therapy and drug testing.",,http://www.westmiamicmhc.net/,,,,,,,
4235,"FLORIDA PALMS ACADEMY, INC.",,Florida Palms Academy is a Statewide Inpatient Psychiatric Program (SIPP) that provides treatment for youth 6-14 years of age who will benefit from intensive residential psychiatric treatment. Youth receive an individualized education curriculum while receiving therapeutic services.,,http://floridapalmsacademy.com,,,,,,,
4238,THE CHILDREN'S TRUST,,"The Children's Trust funds a wide number of programs and initiatives from a variety of funding streams depending on the nature of the program, its focus and the results it seeks to achieve. The services under this program are meant to give parents a brief idea of the uniqueness of these Trust-funded programs and where they are located, and to provide them with necessary contact information should they need additional information or have other detailed questions. Trust funded programs include HealthConnect, The Miami Heart Gallery, Out of School programs and services for children with disabilities.\n\n**DO NOT REFER CALLERS TO THE CHILDREN'S TRUST, WE ARE THEIR INFORMATION AND REFERRAL SERVICE**",,http://thechildrenstrust.org,,,,,,,
4249,A WATERSHED ADDICTION TREATMENT CENTER,,"The Watershed Addiction Treatment Program is a crisis help line manned by Certified Behavioral Health Technicians as well as a center for treatment of drug, alcohol, and prescription drug addiction. The staff is available 24/7 and offers resources, referrals, information and help to those in need or who have family members in need of help for drug and alcohol addiction. Programs include inpatient detoxification, subacute rehab, residential, day/night treatment, outpatient, substance abuse detoxification and treatment.",,http://www.thewatershed.com,,,,,,,
4262,"COMMUNITY COALITION, INC.",,"Community Coalition, Inc. is a non-profit agency established in 1998 and funded by federal and state government grants. Community Coalition's mission is to enable all of their participants to become self-sufficient members of our community by providing them with the necessary skills to prepare for their future.",,http://communitycoalition.info,,,,,,,
4277,"THE KEY CLUBHOUSE OF SOUTH FLORIDA, INC.",,Psycho-social rehabilitation services designed to assist individuals whose lives have been disrupted by severe and persistent mental illness to recover meaningful and productive lives through reintegration into the community and the workplace. The program provides a work-ordered day in a structured milieu therapy environment providing opportunities to combat social isolation and establish workplace expectation habits and skills. The program operates on an International Center Clubhouse Development best practice model. \n\n***Note: Does not provide individual or group or psycho-therapeutic counseling.***,,http://www.keyclubhouse.org,,,,,,,
4279,"FAITHFUL HOME SERVICES, INC.",,"Faithful Home Services provides emergency home repairs which include plumbing, electrical, window and exterior door, roof repairs, upgrades for physically disabled persons and mitigation inspections. This program is specifically meant to address issues of the health, safety and well-being of the home occupants.\n\n***Note: Currently closed due to a lack of funding; will reopen at a later date. DO NOT refer.***",,http://www.fhsmiami.com,,,,,,,
4293,"EDUCATE TOMORROW, INC.",,"Educate Tomorrow is dedicated to serving any student in need. However, there is a great opportunity for students that qualify for the Florida tuition waiver and Educate Tomorrow is determined to make sure the tuition waiver is being used successfully by supporting High School and College students reach their education related goals.",,http://educatetomorrow.org,,,,,,,
4295,"MAGIK ADULT DAY CARE CENTER, INC.",,"Magik Adult Daycare Center is located in Miami Gardens, close to Hialeah and Miami Lakes. The center offers planned enjoyable activities (painting, zumba classes, speech therapy exercises, medication, art and crafts, games), nutritious meals and a lot of entertainment to enhance the functional status of our elderly community, while providing a respite to the caregiver.\n\nTransportation is provided to and from the client's home to the Magik Center and from doctor's appointments as well.",,http://magikadc.com/,,,,,,,
4299,"SWEET VINE, INC.",,"""Sowing Seeds into the Lives of Young People,"" just as a plant rooted in solid soil will grow strong and provide sustaining life for a life time; this too applies to Sweet Vine Incorporated.\n\nOur purpose is to address the socioeconomic needs of disadvantaged communities, families and children; provide opportunities for partakers by connecting them with quality services/programs promoting self-efficacy and excellence. \n\nEngage innovative and enriching approaches aimed at building strong foundations, educating, fine-tuning, empowering and motivating each participant to become critical thinkers and self-confident/leaders within their perspective communities, school and country OR wherever they may thrive the world. \n\nTeach participants the importance of working across cultures promoting unity and ethnic harmony establishing common knowledge as a platform of learning to understand and respect one another. To involve participants in social-exposure activities encompassing different worlds.",,http://www.sweetvine.org,,,,,,,
4309,GULF COAST CLAIMS FACILITY,,"The Gulf Coast Claims Facility (""GCCF"") Transition Process is now closed. The Court Supervised Settlement Program began on June 4, 2012. You may still reach the GCCF Transition Process to inquire about GCCF Transition Process payments (including reissue requests and 1099s).\n\nOfficial Court-Authorized Settlement website at www.deepwaterhorizoneconomicsettlement.com",,http://www.gulfcoastclaimsfacility.com,,,,,,,
4326,THE RESOURCE ROOM,THE CHILDREN'S VILLAGE,"The Resource Room offers: afterschool and summer programs for K-8th graders, vocational classes, parenting classes, and homeschooling options.",,http://www.theresourceroom.org,,,,,,,
4328,"TIGER AND DRAGON GROUP, INC.",,"Tiger and Dragon Group provides martial arts and dance instruction, after school and summer programs for children ages 5-14 years residing in West Kendall. Programs are generously funded by the Children's Trust.",,http://www.tigerdragonmiami.com,,,,,,,
4336,"FRESH START FAMILY SERVICES, INC.",,"Fresh Start is a Florida nonprofit organization established to serve as an ""access point"" for individual and family support services. Our mission is to empower children and families by providing services and access to resources needed to attain self-sufficiency. Fresh Start currently operates the Healthy Reach Diabetes Collaborative funded by Florida Department of Health's Office of Minority Health and the Miami Foundation. The program reaches more than 2,000 individuals and enroll 225 in the follow-up program that includes free weekly fitness and nutrition classes.",,http://www.freshstartfamily.org,,,,,,,
4338,"AIDS HEALTHCARE FOUNDATION, INC.",AHF,"AIDS Healthcare Foundation (AHF) is a global organization providing cutting-edge medicine and advocacy to over 100,000 people in 22 countries. It is the nationGÇÖs largest provider of HIV/AIDS medical care. Positive Healthcare/Florida is designed for Medicaid patients with HIV/AIDS. The program stresses prevention and education, promoting lifestyle changes, improving medical self-management, and increasing patient and family satisfaction. Positive Health care's disease management program includes physician consultation, patient and provider profiling, patient and provider education, clinical practice guidelines, improved claims analysis, and intensive case management focusing treatment regimens and on preventive care.\n\nAHF Pharmacy provides not for profit pharmacy services for anyone with HIV or other chronic illnesses.\n\n###MON###",,http://www.aidshealth.org,,,,,,,
4382,"TAKE STOCK IN CHILDREN, INC.",TSIC,"Take Stock in Children, Inc. is a nonprofit organization working in every county throughout Florida, our mission is to break the cycle of poverty for low-income, academically qualified students by providing opportunities for a post-secondary education. Offers college scholarships to students, provide caring volunteer mentors, and instill hope for a better life. Services begin in middle school, continue through high school, and include students' transition into college and career. \n\n###MON###\n###COL###",,http://www.takestockinchildren.org/,,,,,,,
4384,"LAWYERS FOR CHILDREN AMERICA, INC.",LFCA,"Lawyers for Children America is a lead child advocacy organization protecting the rights of children who are victims of abuse, abandonment and/or neglect by providing quality pro bono legal representation and collaborating for systematic change to improve the lives of children.",,http://www.lawyersforchildrenamerica.org,,,,,,,
