id,organization_id,name,alternate_name
5385,5385,SUSAN G. KOMEN FOR THE CURE - SOUTHWEST FLORIDA,
5387,5387,"LIGHTHOUSE OF COLLIER, INC",Center for Blindness & Vision Loss
5388,5387,LIGHTHOUSE OF COLLIER - INDEPENDENT LIVING SKILLS,
5389,5387,LIGHTHOUSE OF COLLIER - CHILDREN'S PROGRAMS,
5391,5391,"GOODWILL INDUSTRIES OF SOUTHWEST FLORIDA, INC.",
5393,5391,GOODWILL - JOB-LINK,
5396,5396,"WOMANKIND, INC.",
5398,5398,"STUDENTS HELPING ACHIEVE PHILANTHROPIC EXCELLENCE, INC.",SHAPE
5404,1991,CATALYST MIAMI - HEALTH INSURANCE ENROLLMENT - DOWNTOWN MIAMI,Catalyst Miami
5407,5407,"COMMUNITY FOUNDATION OF COLLIER COUNTY, INC.",CFCC
5409,2300,UM - JTMF SCHOOL HEALTH INITIATIVE - FULFORD ELEMENTARY,Dr. John T. Macdonald Foundation
5410,2300,UM - JTMF SCHOOL HEALTH INITIATIVE - GREYNOLDS PARK ELEMENTARY,Dr. John T. Macdonald Foundation
5411,2300,UM - JTMF SCHOOL HEALTH INITIATIVE - GERTRUDE EDELMAN/SABAL PALM ELEMENTARY,Dr. John T. Macdonald Foundation
5416,5242,NEIGHBORHOOD HEALTH CLINIC - BREAST HEALTH,
5417,5242,NEIGHBORHOOD HEALTH CLINIC - COLON CANCER SCREENING PROGRAM,
5418,5242,NEIGHBORHOOD HEALTH CLINIC - DIABETES EDUCATION AND MANAGEMENT PROGRAM,
5419,5242,NEIGHBORHOOD HEALTH CLINIC - HEALTHY LIFESTYLES PROGRAM,
5420,5242,NEIGHBORHOOD HEALTH CLINIC - HEPATITIS TREATMENT PROGRAM,
5421,5242,NEIGHBORHOOD HEALTH CLINIC - QUIT SMOKING PROGRAM,
5422,5422,"OPERATION PAR, INC.",
5423,5422,OPERATION PAR - MEDICATION ASSISTED PATIENT SERVICES,MAPS
5424,5424,"SEX ADDICTS ANONYMOUS, INC.",SAA
5431,1991,CATALYST MIAMI - SOUNDOUT (YOUTH LEADERSHIP),
5432,5432,"COLLEGE SUMMIT, INC.",
5434,5434,I HAVE A DREAM - OVERTOWN INC.,
5436,5436,"CONSERVANCY OF SOUTHWEST FLORIDA, INC.",
5437,5436,CONSERVANCY OF SOUTHWEST FLORIDA - ENVIRONMENTAL EDUCATION,
5438,5436,CONSERVANCY OF SOUTHWEST FLORIDA - GOOD FORTUNE II NATURE CRUISES,
5439,5439,"SALUSCARE, INC.",SOUTHWEST FLORIDA ADDICTIONS SERVICES - SWFAS
5440,5440,"YOUNG LIFE NAPLES, INC.",YOUNG LIFE COLLIER COUNTY
5457,4120,BREAKTHROUGH MIAMI - PALMER TRINITY SCHOOL,
5460,1763,CONSULATE GENERAL OF DENMARK,
5461,1763,CONSULATE GENERAL OF GUYANA,
5462,1763,CONSULATE GENERAL OF MALI,
5463,1763,CONSULATE GENERAL OF SWEDEN,
5464,5464,MIAMI COALITION OF CHRISTIANS AND JEWS (MCCJ),MCCJ
5465,5464,MIAMI COALITION OF CHRISTIANS AND JEWS - DIVERSITY/LEADERSHIP TRAINING,
5466,2307,BAPTIST HEALTH - ALCOHOLICS ANONYMOUS,
5467,835,NEW HORIZONS - MISSING LINK YOUTH DEVELOPMENT PROGRAM,
5468,5468,"NAPLES BOTANICAL GARDEN, INC.",
5471,5440,YOUNG LIFE - WYLDLIFE NAPLES,
5472,5440,YOUNG LIFE - CAMP,
5473,5440,YOUNG LIFE - CAPERNAUM,
5478,5478,BETTY T. FERGUSON RECREATIONAL COMPLEX,
5479,5478,BETTY T. FERGUSON RECREATIONAL COMPLEX - TAX PREPARATION,
5489,2176,ADVOCATE PROGRAM - CLINICAL SERVICES UNIT - SOUTH DADE,
5703,5694,SDA - EDEN,
5704,5694,SDA - EL BUEN REDIL SPANISH,Iglesia Adventista Hispana El Buen Redil
5490,2176,ADVOCATE PROGRAM - CLINICAL SERVICES UNIT - NORTH DADE,
5495,5495,"DR. L MITCHELL AND ASSOCIATES, PA",
5504,5504,NAPLES POLICE DEPARTMENT,NPD
5507,5504,NAPLES POLICE DEPARTMENT - CRIME PREVENTION EDUCATION,
5508,5504,NAPLES POLICE DEPARTMENT - BICYCLE REGISTRATION PROGRAM,
5510,5504,NAPLES POLICE DEPARTMENT - PUBLIC FINGERPRINTING SERVICES,
5526,908,NICKLAUS CHILDREN'S HOSPITAL - SCHOOL HEALTH PROGRAM - ROYAL PALMS ELEMENTARY SCHOOL,MIAMI CHILDREN'S HOSPITAL
5528,5528,"BIG BROTHERS BIG SISTERS OF THE SUN COAST, INC.",
5529,5528,BIG BROTHERS BIG SISTERS OF THE SUN COAST - COLLIER - ONE ON ONE MENTORING,BIG BROTHERS BIG SISTERS OF THE SUN COAST
5533,5533,SENIORS BLUE BOOK,
5536,5536,"MENTAL HEALTH ASSOCIATION OF SOUTHWEST FLORIDA, INC.",
5537,5536,MENTAL HEALTH ASSOCIATION OF SOUTHWEST FLORIDA - CONTINUING EDUCATION,
5538,5536,MENTAL HEALTH ASSOCIATION OF SOUTHWEST FLORIDA - INFORMATION AND REFERRAL,
5539,5536,MENTAL HEALTH ASSOCIATION OF SOUTHWEST FLORIDA - ONE CHILD ONE ADULT AT A TIME,
5540,5536,MENTAL HEALTH ASSOCIATION OF SOUTHWEST FLORIDA - SUPPORT GROUPS,
5541,5536,MENTAL HEALTH ASSOCIATION OF SOUTHWEST FLORIDA - DIVORCE PARENTING CLASSES,
5542,5249,RECAPTURING THE VISION INTERNATIONAL - VISION SMART KIDS - DR. WILLIAM A. CHAPMAN ELEMENTARY,
5545,5545,"RESOLVE COMMUNITY COUNSELING CENTER OF COLLIER COUNTY, LLC.",
5547,3826,M-DC TAX COLLECTOR - MOTOR VEHICLE TAX,
5548,3826,M-DC TAX COLLECTOR - LOCAL BUSINESS TAX,
5549,5536,MENTAL HEALTH ASSOCIATION OF SOUTHWEST FLORIDA - GOLLEE GATOR,
5550,5550,"LOWER KEYS MEDICAL CENTER, INC.",
5551,5536,MENTAL HEALTH ASSOCIATION OF SOUTHWEST FLORIDA - PUBLICATIONS,
5552,5536,MENTAL HEALTH ASSOCIATION OF SOUTHWEST FLORIDA - PEER COUNSELING,
5556,5556,"PEACE LUTHERAN EARLY LEARNING CENTER, INC.",
5557,5556,PEACE LUTHERAN EARLY LEARNING CENTER - SUMMER CAMP PROGRAM,
5560,5560,"THE CAT NETWORK, INC.",
5707,5694,SDA - FIRST EBENEZER,
5709,5694,SDA - JERUSALEM FRENCH,
5561,5560,THE CAT NETWORK - MIAMI MEOW MOBILE,
5562,3979,MIAMI-DADE FAMILY LEARNING PARTNERSHIP - THE CHILDREN'S TRUST READ TO LEARN BOOK CLUB,
5563,5563,ALZHEIMER'S ASSOCIATION - FLORIDA GULF COAST CHAPTER,"Alzheimer's Association, Collier-Lee Office"
5564,5563,ALZHEIMER'S ASSOCIATION - FLORIDA GULF COAST CHAPTER - CARE CONSULTATION,
5567,5563,ALZHEIMER'S ASSOCIATION - FLORIDA GULF COAST CHAPTER - CAREGIVER TRAINING,
5568,5563,ALZHEIMER'S ASSOCIATION - FLORIDA GULF COAST CHAPTER - MEDIC ALERT + SAFE RETURN,
5569,5563,ALZHEIMER'S ASSOCIATION - FLORIDA GULF COAST CHAPTER - SUPPORT GROUPS,
5570,5563,ALZHEIMER'S ASSOCIATION - FLORIDA GULF COAST CHAPTER - RESPITE CARE ASSISTANCE,
5571,2429,YMCA - AFTER SCHOOL PROGRAM - VINELAND K-8,
5574,2429,YMCA - AFTER SCHOOL PROGRAM - OJUS ELEMENTARY,
5575,2429,YMCA - AFTER SCHOOL PROGRAM - GRATIGNY ELEMENTARY,
5576,2429,YMCA - AFTER SCHOOL PROGRAM - NORTH HIALEAH ELEMENTARY,
5577,5577,"GFWC CORAL GABLES WOMAN'S CLUB, INC.",
5578,5577,CORAL GABLES WOMAN'S CLUB - MAY VAN SICKLE DENTAL CLINIC,
5579,2410,YWCA - (YAS) CAMPBELL ARMS AFTER SCHOOL PROGRAM,
5580,2410,YWCA - (YAS TEENS) HENRY FILER MIDDLE AFTER SCHOOL PROGRAM,
5582,2429,YMCA - AFTER SCHOOL PROGRAM - NORTH DADE CENTER FOR MODERN LANGUAGE,
5583,5583,SPECIAL OLYMPICS COLLIER COUNTY,
5587,5587,CITY OF NAPLES FIRE-RESCUE DEPARTMENT,
5588,5587,CITY OF NAPLES FIRE - FIRE SAFETY,
5589,1220,M-DCPS - EDUCATION TRANSFORMATION OFFICE,ETO
5590,5587,CITY OF NAPLES FIRE - CROWD MANAGEMENT TRAINING,
5591,2868,KIDS LEARNING CENTER - AFTER SCHOOL PROGRAM,
5592,2868,KIDS LEARNING CENTER - INNOVATION SUMMER CAMP,
5594,1256,M-DC PUBLIC LIBRARY - TALKING BOOKS,
5595,5587,CITY OF NAPLES FIRE - PUPPET SHOW,
5596,5587,CITY OF NAPLES FIRE - FIRE SAFETY HOUSE,
5597,5587,CITY OF NAPLES FIRE - FIRE APPARATUS DEMONSTRATION,
5598,5587,CITY OF NAPLES FIRE - FIRE STATION TOURS,
5599,5587,CITY OF NAPLES FIRE - HOME SAFETY SURVEY,
5600,5587,CITY OF NAPLES FIRE - JUVENILE FIRESETTER INTERVENTION PROGRAM,
5601,5601,"NAMI OF COLLIER COUNTY, INC.",
5603,5601,NAMI COLLIER - FAMILY TO FAMILY,
5604,5601,NAMI COLLIER - GUIDE,
5605,5601,NAMI COLLIER - SUPPORT GROUP,
5606,5601,NAMI COLLIER - PARENT/YOUTH SUPPORT GROUP,
5607,5601,NAMI COLLIER - FAMILY SUPPORT GROUP,
5608,5601,NAMI COLLIER - SARAH ANN DROP IN CENTER,
5609,5609,"HEALTHY CONNECTIONS COMMUNITY MENTAL HEALTH CENTER, INC.",HEALTHY CONNECTIONS
5610,5609,HEALTHY CONNECTIONS CMHC - OUTPATIENT PSYCHOTHERAPY,
5611,5609,HEALTHY CONNECTIONS CMHC - SUBSTANCE ABUSE RECOVERY,
5616,5609,HEALTHY CONNECTIONS CMHC - PSYCHOSOCIAL REHABILITATION,
5617,5609,HEALTHY CONNECTIONS CMHC - PARTIAL HOSPITALIZATION PROGRAM,
5619,5619,COLLIER AREA TRANSIT,
5620,5619,COLLIER AREA TRANSIT - PUBLIC TRANSIT SERVICES,
5626,2298,MBCS - FRI-E-N-D,"Miami Bethany Community Services, FRIEND"
5629,5629,ZEN VILLAGE,
5630,5629,ZEN VILLAGE - GLOBAL WELLNESS PROJECT,
5631,5129,COLLIER COUNTY COMMUNITY AND HUMAN SERVICES DIVISION - SOCIAL SERVICES,
5695,5694,SDA - AGAPE FRENCH,
5634,3480,FL DOH MONROE COUNTY - ENVIRONMENTAL HEALTH,"MONROE COUNTY HEALTH DEPARTMENT, FLORIDA DEPARTMENT OF HEALTH IN MONROE COUNTY"
5635,935,CITY OF MIAMI BEACH - PARKS AND REC - NAUTILUS MIDDLE SCHOOL,
5642,45,FL DEPT OF AGRICULTURE - SUMMER FOOD SERVICE PROGRAM,Summer BreakSpot
5643,5643,MIAMI SEAQUARIUM,
5644,5643,MIAMI SEAQUARIUM - SUMMER CAMP,
5646,5646,TOWN OF SURFSIDE PARKS AND RECREATION,
5647,5646,TOWN OF SURFSIDE - SUMMER CAMP,
5740,5694,SDA - ZION FRENCH,
5741,5741,2-1-1 CANADA.ORG,
5649,5649,AVENTURA SUMMER CAMPS,
5651,5651,FLIPANY,Florida Introduces Physical Activity and Nutrition to Youth
5653,2872,THE ARC OF SOUTH FLORIDA - EARLY CHILDHOOD SUMMER CAMP - WEST KENDALL,
5656,2872,THE ARC OF SOUTH FLORIDA - EARLY CHILDHOOD SUMMER CAMP - FLORIDA CITY,
5661,5661,FULFORD UNITED METHODIST CHURCH,
5662,5661,FULFORD UNITED METHODIST CHURCH - FOOD PANTRY,
5664,2638,FL DOEA - FLORIDA SENIOR LEGAL SERVICES,FLORIDA DEPARTMENT OF ELDER AFFAIRS
5673,5673,"CREATIVE STAFFING, INC.",
5674,5673,CREATIVE STAFFING - KENDALL,
5676,5673,CREATIVE STAFFING - NORTH DADE,
5677,5677,"SKILLED RESOURCES, INC.",
5679,5679,SAN JUDAS TADEO COMMUNITY ADULT DAY CARE CENTER CORP.,
5681,588,BORINQUEN - HEALTH CONNECT IN OUR SCHOOLS,BHCC
5686,5686,"NO MORE TEARS, INC.",
5692,1443,AGAPE NETWORK - RESIDENTIAL PROGRAM,
5693,3119,LOTUS HOUSE THRIFT CHIC BOUTIQUE,
5694,5694,SEVENTH-DAY ADVENTIST CHURCH,
5711,5694,SDA - KENDALL SPANISH,Iglesia Adventista Hispana de Kendall
5713,5694,SDA - LEBANON,
5715,5694,SDA - MARANATHA,
5716,5694,SDA - MIAMI BEACH FIRST SPANISH,Primera Iglesia Adventista Hispana de Miami Beach
5717,5694,SDA - MIAMI CENTRAL BRAZILIAN,
5719,5694,SDA - MIAMI SPANISH,Iglesia Adventista Hispana de Miami
5720,5694,SDA - MIAMI SPRINGS,
5721,5694,SDA - MIAMI TEMPLE,
5724,5694,SDA - MOUNT PISGAH,Pisgah
5725,5694,SDA - NEW COMMUNITY,
5727,5694,SDA - NORTH MIAMI BEACH,
5729,5694,SDA - NORTH MIAMI SPANISH,
5730,5694,SDA - NORTHSIDE,
5732,5694,SDA - PERRINE,
5733,5694,SDA - PHILADELPHIE FRENCH,
5734,5694,SDA - SHALOM FRENCH,
5737,5694,SDA - TABERNACLE,
5738,5694,SDA - WEST DADE SPANISH,
5739,5694,SDA - WESTCHESTER SPANISH,
5743,5741,2-1-1 ONTARIO - CENTRAL SOUTH,
5744,5741,2-1-1 ONTARIO - CENTRAL EAST REGION,
5745,5741,2-1-1 ONTARIO - CENTRAL REGION,
5746,5741,2-1-1 ONTARIO - NORTHERN REGION,211 North; Community Information and Referral Centre; CIRC;
5747,5741,2-1-1 ONTARIO - SOUTH WEST REGION,
5748,5741,2-1-1 ONTARIO - EASTERN REGION,
5749,5741,2-1-1 ONTARIO - DUFFERIN-PEEL REGION,
5750,5741,2-1-1 BRITISH COLUMBIA,
5751,5741,2-1-1 ALBERTA - EDMONTON,
5753,5741,2-1-1 QUEBEC,
5754,5242,NEIGHBORHOOD HEALTH CLINIC - SOCIAL SERVICES PROGRAM,
5755,5755,"MACEDONIA MISSIONARY BAPTIST CHURCH, INC.",
5756,5755,MACEDONIA MISSIONARY BAPTIST CHURCH - LIHEAP - NAPLES,
5757,2956,M-DC FIRE RESCUE DEPARTMENT - STATION 18 - NORTH MIAMI CENTRAL,
5759,2956,M-DC FIRE RESCUE DEPARTMENT - STATION 46 - MEDLEY,
5762,2956,M-DC FIRE RESCUE DEPARTMENT - STATION 65 - EAST HOMESTEAD,
5763,2956,M-DC FIRE RESCUE DEPARTMENT - STATION 66 - VILLAGE OF HOMESTEAD,
5766,5230,IMMOKALEE HOUSING AND FAMILY SERVICES - ADULT EDUCATION,
5767,5230,IMMOKALEE HOUSING AND FAMILY SERVICES - PRE-K 3 EDUCATION,
5775,5775,MONTESSORI SCHOOL OF NORTH MIAMI,
5778,5775,MONTESSORI SCHOOL OF NORTH MIAMI - ACHIEVEMENT CENTER SPECIAL NEEDS AFTERSCHOOL PROGRAM,
5779,5775,MONTESSORI SCHOOL OF NORTH MIAMI - DUAL LANGUAGE AFTERSCHOOL PROGRAM,
5780,5780,CITY OF MIAMI GARDENS,
5788,2429,YMCA - AFTER SCHOOL PROGRAM - HIALEAH ELEMENTARY,
5792,5792,"UNITED SENIOR CONSULTANTS, INC.",
5801,2429,YMCA - AFTER SCHOOL PROGRAM - MAYA ANGELOU ELEMENTARY,
5805,2429,YMCA - ADVENTURE SUMMER CAMP - HENRY WEST LAB,
5809,5809,CLEARPOINT CREDIT COUNSELING SOLUTIONS,CLEARPOINT
5813,101,JESSIE TRICE - BEHAVIORAL SCREENING ASSESSMENT AND TREATMENT PROGRAM,"JESSIE TRICE COMMUNITY HEALTH CENTER, JTCHC"
5815,908,NICKLAUS CHILDREN'S HOSPITAL - SCHOOL HEALTH PROGRAM - EMERSON ELEMENTARY SCHOOL,MIAMI CHILDREN'S HOSPITAL
5818,4977,SOUTH FLORIDA RECEPTION CENTER - NORTH,
5819,4977,SOUTH FLORIDA RECEPTION CENTER - SOUTH,
5820,5820,COMMUNITY SMILES,DADE COUNTY DENTAL RESEARCH CLINIC
5823,908,NICKLAUS CHILDREN'S HOSPITAL - RADIO LOLLIPOP,MIAMI CHILDREN'S HOSPITAL
5826,5826,"NAPLES PATHWAYS COALITION, INC.",
5828,5828,"FOOTSTEPS TO THE FUTURE, INC.",FTTF
5829,5828,FOOTSTEPS TO THE FUTURE - EVIDENCE BASED MENTORING,FTTF
5830,5828,FOOTSTEPS TO THE FUTURE - ACADEMIC ACHIEVEMENT,FTTF
5831,5828,FOOTSTEPS TO THE FUTURE - TRANSITIONAL LIVING COACHING,
5832,5828,FOOTSTEPS TO THE FUTURE - ADVOCACY,
5842,5842,"AREA AGENCY ON AGING FOR SOUTHWEST FLORIDA, INC.",AAASWFL
5843,5842,AAASWFL - ELDER HELPLINE,
5844,5844,"NAPLES HISTORICAL SOCIETY, INC.",
5846,5846,"LEADERSHIP COLLIER FOUNDATION, INC.",LCF
5852,5852,"ENTREPRENEUR SOCIETY OF AMERICA, INC.",ESON
5854,4439,NATIONAL LABOR RELATIONS BOARD - REGION 12,
5855,5855,"OPEN ARMS COMMUNITY CENTER, INC.",
5856,5855,OPEN ARMS - EMERGENCY ASSISTANCE PROGRAM,
5857,5855,OPEN ARMS - IMMIGRATION AND NATURALIZATION LEGAL SERVICES,
5858,5858,"BANYAN STREET COMMUNITY CENTER, INC.",
5860,5858,BANYAN STREET COMMUNITY CENTER - ANGER MANAGEMENT,
5861,5861,THE HOLOCAUST MUSEUM AND EDUCATION CENTER OF SOUTHWEST FLORIDA,"SOUTHWEST FLORIDA HOLOCAUST MUSEUM, INC."
5863,5863,"SOUTH DADE WEED AND SEED, INC.",
5864,5863,SOUTH DADE WEED AND SEED - OUT OF SCHOOL PROGRAM,
5865,2488,AYUDA - TEENS ARE LIFE LONG LEARNERS 4 LIFE - SCOTT RAKOW YOUTH CENTER,T.A.L.L. 4 Life
5866,2488,AYUDA - PARENTS NOW,
5867,2488,AYUDA - HAPPY KIDS EARLY CHILDHOOD CENTER,
5871,2300,UM - JTMF SCHOOL HEALTH INITIATIVE - BOOKER T. WASHINGTON SENIOR HIGH,
5872,2300,UM - JTMF SCHOOL HEALTH INITIATIVE - NORTH MIAMI SENIOR HIGH,
5873,2300,UM - JTMF SCHOOL HEALTH INITIATIVE - NORTH MIAMI MIDDLE,
5874,2300,UM - JTMF SCHOOL HEALTH INITIATIVE - ARCH CREEK ELEMENTARY,
5878,5878,"THE VILLAGE YOUTH SERVICES, INC.",
5880,5880,"CHILDREN OF INMATES, INC.","JUSTICE & SECURITY STRATEGIES, INC."
5886,5886,ADOPTION SUPPORT SERVICES,
5890,5890,"COMPREHENSIVE PSYCHOLOGICAL CENTER, INC.",
5901,5901,"FARM SHARE, INC.",FARM SHARE
5914,5914,"RECOVERY PROJECT, INC.",
5918,5918,SOFIA P. LARRAZ,
5924,5924,NEIGHBORS 4 NEIGHBORS,
5930,5930,"ROBIN WEINBERGER, LCSW",
5933,5933,"SERAPHIC FIRE, INC.",
5934,5933,SERAPHIC FIRE - MIAMI CHORAL ACADEMY,MCA
5936,332,HOMESTEAD POLICE DEPARTMENT - SAFE FAMILIES PARTNERSHIP NETWORK,SFPN
5939,5939,NAPLES FREE-NET EDUCATION,NFN
5955,2759,UM - MILLER SCHOOL OF MEDICINE - DIABETES SELF-MANAGEMENT EDUCATION PROGRAM,
5962,3539,MARINERS HOSPITAL - DIABETES CARE CENTER,
5964,5964,WALGREENS,
5966,5966,VON ARX DIABETES CENTER AND NUTRITION HEALTH,
5974,5974,"CONSOLIDATED CREDIT COUNSELING SERVICES, INC.",
5981,5981,"COCONUT GROVE CENTER FOR COUNSELING, INC.",
5988,5988,"BONITA SPRINGS LIONS EYE CLINIC, INC.",
5990,2410,YWCA -  CORAL GABLES PREPARATORY ACADEMY AFTER SCHOOL PROGRAM,
5992,2410,YWCA - PHILLIS WHEATLEY ELEMENTARY AFTER SCHOOL PROGRAM,
5993,2410,YWCA - LAKE STEVENS ELEMENTARY AFTER SCHOOL PROGRAM,
5994,2410,YWCA - PALM LAKES ELEMENTARY AFTER SCHOOL PROGRAM,
5995,2410,YWCA -  MIAMI PARK ELEMENTARY AFTER SCHOOL PROGRAM,
5996,2410,YWCA - (YAS) NORWOOD ELEMENTARY AFTER SCHOOL PROGRAM,
5997,2410,YWCA - (YAS) SANTA CLARA ELEMENTARY AFTER SCHOOL PROGRAM,
5998,2410,YWCA - JAN MANN OPPORTUNITY AFTER SCHOOL PROGRAM,
6000,2410,YWCA - ECONOMIC EMPOWERMENT,
6002,6002,OUR FAMILY ASSISTED LIVING FACILITY,
6003,6002,OUR FAMILY ASSISTED LIVING FACILITY II,
6008,30,MIAMI-DADE OFFICE OF THE STATE ATTORNEY - HUMAN TRAFFICKING,
6009,2,SWITCHBOARD OF MIAMI - HUMAN TRAFFICKING LINE,
6012,6012,"INTERPRETING & APPLICATION SERVICES, LLC.",
6016,6016,COLLIER COUNTY PUBLIC SCHOOLS,
6017,6016,COLLIER COUNTY PUBLIC SCHOOLS - ADULT AND COMMUNITY EDUCATION,
6018,6018,MIAMI-DADE COUNTY COMMUNITY ACTION AND HUMAN SERVICES,M-DC CAHS
6022,1431,AMERICAN CANCER SOCIETY - DADE UNIT - LOOK GOOD FEEL BETTER - MOUNT SINAI (AVENTURA),
6023,6023,MIAMI DADE COLLEGE,MDC
6024,6023,MDC - DENTAL HYGIENE CLINIC - MEDICAL CAMPUS,
6025,6023,MDC - MEDICAL CAMPUS,"Miami Dade College, MDC"
6026,6023,MDC - HIALEAH CAMPUS,"Miami Dade College, MDC"
6027,6023,MDC - REVEST PROGRAM - HIALEAH OUTREACH CENTER,
6028,6023,MDC - HOMESTEAD CAMPUS,"Miami Dade College, MDC"
6029,6023,MDC - INTERAMERICAN CAMPUS,"Miami Dade College, MDC"
6030,6023,MDC - TRIO EDUCATIONAL OPPORTUNITY CENTER - INTERAMERICAN CAMPUS,
6032,6023,MDC - REVEST PROGRAM - KENDALL OUTREACH CENTER,
6033,6023,MDC - NORTH CAMPUS,
6036,6023,MDC - REVEST PROGRAM - WEST-DADE OUTREACH CENTER,
6037,6023,MDC - WOLFSON CAMPUS,"Miami Dade College, MDC"
6040,6023,MDC - REVEST PROGRAM - WOLFSON CAMPUS,
6042,6023,MDC - SINGLE STOP - KENDALL CAMPUS,
6043,6023,MDC - SINGLE STOP - NORTH CAMPUS,
6044,6023,MDC - SINGLE STOP - WOLFSON CAMPUS,
6045,6023,MDC - KENDALL CAMPUS,"Miami Dade College, MDC"
6046,6023,MDC - WEST,"Miami Dade College, MDC"
6055,5780,CITY OF MIAMI GARDENS - PARKS AND RECREATION,
6056,2,SWITCHBOARD OF MIAMI - HELP ME GROW MIAMI-DADE,
6060,2810,CONCERNED AFRICAN WOMEN - NEW DIMENSIONS IN PARENTING PROGRAM - COPE CENTER NORTH,CAW
6061,2759,UM - MILLER SCHOOL OF MEDICINE - BASCOM PALMER EYE INSTITUTE - MIAMI,
6064,2759,UM - MILLER SCHOOL OF MEDICINE - BASCOM PALMER EYE INSTITUTE - NAPLES,
6065,3308,UM - PSC - SCHIZOPHRENIA FAMILY PROJECT,
6066,3308,UNIVERSITY OF MIAMI - PSC - CHILD AND ADOLESCENT MOOD AND ANXIETY TREATMENT PROGRAM,CAMAT; UM
6067,6067,"FATHERHOOD TASK FORCE OF SOUTH FLORIDA, INC.",
6069,2872,THE ARC OF SOUTH FLORIDA - ACE ACADEMY - NORTH CAMPUS,
6070,2872,THE ARC OF SOUTH FLORIDA - ACE ACADEMY - CENTRAL CAMPUS,
6071,2872,THE ARC OF SOUTH FLORIDA - ACE ACADEMY - SOUTH CAMPUS,
6072,2872,THE ARC OF SOUTH FLORIDA - PROJECT THRIVE - KENDALL,
6073,2872,THE ARC OF SOUTH FLORIDA - SUPPORTIVE EMPLOYMENT & SUPPORTIVE LIVING PROGRAMS,
6074,2872,THE ARC OF SOUTH FLORIDA - L.E.A.P. PROGRAM,
6082,6082,ALZHEIMER'S ASSOCIATION SOUTHEAST FLORIDA CHAPTER,
6083,6082,ALZHEIMER'S ASSOCIATION - SOUTHEAST FLORIDA CHAPTER - HELPLINE,
6084,4262,COMMUNITY COALITION - OUT OF SCHOOL YOUTH / WIA PROGRAM,
6085,4262,COMMUNITY COALITION - THE ATTORNEY GENERAL OFFICE PROGRAM,
6086,1220,M-DCPS - ADULT EDUCATION - LINDSEY HOPKINS TECH ED CTR - ADULT GENERAL EDUCATION,
6092,2691,LARKIN COMMUNITY HOSPITAL - INPATIENT BEHAVIORAL HEALTH,
6096,304,FIU - ENLACE MIAMI,
6097,304,FIU - SUMMER OF ENLACE,
6099,304,FIU - CENTER FOR CHILDREN AND FAMILIES - SUMMER 2016 TREATMENT PROGRAM,STP
6100,481,EPILEPSY FOUNDATION - CAMP BOGGY CREEK,"EFOF, EPILEPSY FOUNDATION OF FLORIDA"
6102,6102,"NAPLES INTERNATIONAL FILM FESTIVAL, INC.",NIFF
6104,2907,CITY OF HIALEAH - CREATIVE LEARNING AND PLAY - MILANDER PARK,
6109,6109,"ACTOR'S PLAYHOUSE PRODUCTIONS, INC.",
6118,1402,BELAFONTE TACOLCY - SUMMER CAMP PROGRAM,
6125,2307,BAPTIST HEALTH - BAPTIST HOSPITAL,
6126,2307,BAPTIST HEALTH - CHILDBIRTH EDUCATION,
6127,2307,BAPTIST HEALTH - HOME CARE,
6128,2307,BAPTIST HEALTH - PHYSICIAN REFERRAL,
6129,2307,BAPTIST HEALTH - RESOURCE CENTER,
6130,2307,BAPTIST HEALTH - CONGREGATIONAL HEALTH DEPARTMENT/PASTORAL CARE,
6131,2307,BAPTIST HEALTH - YOUR BOSOM BUDDIES BREAST CANCER SUPPORT GROUP - MIAMI,Bosom Buddies
6132,2307,BAPTIST HEALTH - AL-ANON - U R NOT ALONE-AFG,Al-Anon: U R Not Alone-AFG
6133,2307,BAPTIST HEALTH - ALCOHOLICS AND AL-ANON GROUP,
6135,2307,BAPTIST HEALTH - BEREAVEMENT SUPPORT GROUP,
6139,2307,BAPTIST HEALTH - SUPPORTING HEARTS GROUPS,
6140,2307,BAPTIST HEALTH - YOUR BOSOM BUDDIES BREAST CANCER SUPPORT GROUP-BROWARD,Your Bosom Buddies III-Broward Group
6145,2307,BAPTIST HEALTH - PULMONARY HYPERTENSION SUPPORT GROUP,
6147,2307,BAPTIST HEALTH - GLUTEN FREE IN SOUTH FLORIDA SUPPORT GROUP,CELIAC DISEASE
6148,2307,BAPTIST HEALTH - NAMI OF MIAMI FRIENDS AND FAMILY SUPPORT GROUP,
6150,2307,BAPTIST HEALTH - NEW MOMS SUPPORT GROUP,
6159,2307,BAPTIST HEALTH - SMOKING CESSATION GROUP,
6160,2307,BAPTIST HEALTH - OSTOMY WOUND CARE SUPPORT GROUP,
6165,2660,FANM - SUMMER CAMP PROGRAM,
6170,3057,MAGIC CITY KIDS - SUMMER CAMP PROGRAM,
6187,2532,RICHMOND-PERRINE OPTIMIST CLUB - SUMMER CAMP - ARTHUR MAYS VILLAS,
6189,2532,RICHMOND-PERRINE OPTIMIST CLUB - SUMMER CAMP - PERRINE,
6191,3413,BOY SCOUTS OF AMERICA - SOUTH FLORIDA COUNCIL - SUMMER READING EXPLORERS PROGRAM,
6193,1256,M-DC PUBLIC LIBRARY - BRANCH LOCATIONS,
